student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-835182,STU-001851,SKL-025,2025-03-04,1,3,3,2025-03-04,56.00,27,7,STF-0008,Reading/Writing,Problem solving,Communication,Certification prep,Showing steady improvement,Advanced,2024-08-09T00:00:00.000Z,2024-09-08T00:00:00.000Z
SSK-835216,STU-000996,SKL-035,2025-04-07,1,2,4,2025-04-07,90.00,61,8,STF-0028,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2024-09-12T00:00:00.000Z,2024-10-12T00:00:00.000Z
SSK-835286,STU-000356,SKL-003,2025-06-16,1,2,5,2025-06-16,58.00,131,1,STF-0005,Reading/Writing,Team collaboration,Collaboration,Additional practice,Needs additional support,Needs Support,2024-11-21T00:00:00.000Z,2024-12-21T00:00:00.000Z
SSK-835312,STU-000379,SKL-036,2025-07-12,1,3,4,2025-07-12,84.00,157,5,STF-0039,Visual,Attention to detail,Confidence,Project leadership role,Exceeding expectations,In Development,2024-12-17T00:00:00.000Z,2025-01-16T00:00:00.000Z
SSK-835360,STU-001936,SKL-011,2025-08-29,1,1,4,2025-08-29,81.00,4,9,STF-0026,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Proficient,2025-02-03T00:00:00.000Z,2025-03-05T00:00:00.000Z
SSK-835381,STU-000011,SKL-001,2025-09-19,2,2,4,2025-09-19,51.00,25,8,STF-0023,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2025-02-24T00:00:00.000Z,2025-03-26T00:00:00.000Z
SSK-835389,STU-000379,SKL-029,2025-09-27,2,5,3,2025-09-27,59.00,33,5,STF-0044,Reading/Writing,Attention to detail,Confidence,Project leadership role,On track to meet goals,Needs Support,2025-03-04T00:00:00.000Z,2025-04-03T00:00:00.000Z
SSK-835523,STU-001616,SKL-024,2025-02-08,2,4,5,2025-02-08,91.00,167,7,STF-0015,Visual,Fast learner,Focus,Peer tutoring,,In Development,2025-07-16T00:00:00.000Z,2025-08-15T00:00:00.000Z
SSK-835550,STU-000252,SKL-034,2025-03-07,1,1,5,2025-03-07,67.00,194,1,STF-0006,Kinesthetic,Attention to detail,Confidence,Project leadership role,Needs additional support,Proficient,2025-08-12T00:00:00.000Z,2025-09-11T00:00:00.000Z
SSK-835697,STU-001613,SKL-032,2025-08-01,2,3,5,2025-08-01,61.00,140,5,STF-0006,Mixed,Attention to detail,Confidence,Project leadership role,,Not Started,2022-01-06T00:00:00.000Z,2022-02-05T00:00:00.000Z
SSK-835702,STU-001900,SKL-022,2025-08-06,1,3,4,2025-08-06,66.00,145,10,STF-0019,Visual,Technical aptitude,Time management,Advanced training,Exceeding expectations,In Development,2022-01-11T00:00:00.000Z,2022-02-10T00:00:00.000Z
SSK-835716,STU-001949,SKL-031,2025-08-20,1,2,3,2025-08-20,80.00,159,2,STF-0038,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2022-01-25T00:00:00.000Z,2022-02-24T00:00:00.000Z
SSK-835717,STU-000610,SKL-014,2025-08-21,2,3,4,2025-08-21,81.00,160,3,STF-0007,Visual,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2022-01-26T00:00:00.000Z,2022-02-25T00:00:00.000Z
SSK-835727,STU-000947,SKL-032,2025-08-31,2,3,5,2025-08-31,91.00,170,2,STF-0035,Visual,Team collaboration,Collaboration,Additional practice,,In Development,2022-02-05T00:00:00.000Z,2022-03-07T00:00:00.000Z
SSK-835759,STU-000454,SKL-026,2025-10-02,2,5,4,2025-10-02,72.00,1,1,STF-0015,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Proficient,2022-03-09T00:00:00.000Z,2022-04-08T00:00:00.000Z
SSK-835777,STU-000502,SKL-037,2025-10-20,2,3,4,2025-10-20,90.00,19,8,STF-0044,Reading/Writing,Problem solving,Communication,Certification prep,Excellent progress,Advanced,2022-03-27T00:00:00.000Z,2022-04-26T00:00:00.000Z
SSK-835800,STU-001949,SKL-032,2025-11-12,1,1,3,2025-11-12,62.00,42,9,STF-0040,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2022-04-19T00:00:00.000Z,2022-05-19T00:00:00.000Z
SSK-835808,STU-000454,SKL-034,2025-11-20,1,4,5,2025-11-20,70.00,50,6,STF-0025,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2022-04-27T00:00:00.000Z,2022-05-27T00:00:00.000Z
SSK-835809,STU-001869,SKL-033,2025-11-21,2,5,3,2025-11-21,71.00,51,7,STF-0046,Visual,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2022-04-28T00:00:00.000Z,2022-05-28T00:00:00.000Z
SSK-835859,STU-001245,SKL-023,2025-01-10,2,5,5,2025-01-10,70.00,101,2,STF-0040,Kinesthetic,Fast learner,Focus,Peer tutoring,,Proficient,2022-06-17T00:00:00.000Z,2022-07-17T00:00:00.000Z
SSK-835927,STU-000227,SKL-014,2025-03-19,2,3,4,2025-03-19,87.00,169,4,STF-0043,Visual,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2022-08-24T00:00:00.000Z,2022-09-23T00:00:00.000Z
SSK-836112,STU-001949,SKL-039,2025-09-20,1,3,3,2025-09-20,68.00,153,2,STF-0026,Visual,Team collaboration,Collaboration,Additional practice,Showing steady improvement,In Development,2023-02-25T00:00:00.000Z,2023-03-27T00:00:00.000Z
SSK-836145,STU-000281,SKL-023,2025-10-23,2,1,3,2025-10-23,50.00,186,2,STF-0048,Auditory,Attention to detail,Confidence,Project leadership role,On track to meet goals,Proficient,2023-03-30T00:00:00.000Z,2023-04-29T00:00:00.000Z
SSK-836174,STU-001613,SKL-021,2025-11-21,1,5,5,2025-11-21,79.00,14,9,STF-0002,Kinesthetic,Fast learner,Focus,Peer tutoring,Needs additional support,Advanced,2023-04-28T00:00:00.000Z,2023-05-28T00:00:00.000Z
SSK-836228,STU-001936,SKL-037,2025-01-14,1,4,5,2025-01-14,82.00,68,8,STF-0016,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2023-06-21T00:00:00.000Z,2023-07-21T00:00:00.000Z
SSK-836233,STU-000252,SKL-002,2025-01-19,2,4,4,2025-01-19,87.00,73,2,STF-0005,Auditory,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2023-06-26T00:00:00.000Z,2023-07-26T00:00:00.000Z
SSK-836273,STU-001262,SKL-034,2025-02-28,2,4,5,2025-02-28,76.00,113,9,STF-0005,Kinesthetic,Team collaboration,Collaboration,Additional practice,,Advanced,2023-08-05T00:00:00.000Z,2023-09-04T00:00:00.000Z
SSK-836311,STU-001076,SKL-004,2025-04-07,2,2,4,2025-04-07,63.00,151,3,STF-0019,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2023-09-12T00:00:00.000Z,2023-10-12T00:00:00.000Z
SSK-836326,STU-000011,SKL-034,2025-04-22,1,2,4,2025-04-22,78.00,166,7,STF-0022,Visual,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,In Development,2023-09-27T00:00:00.000Z,2023-10-27T00:00:00.000Z
SSK-836357,STU-001969,SKL-009,2025-05-23,2,3,5,2025-05-23,58.00,197,5,STF-0008,Kinesthetic,Team collaboration,Collaboration,Additional practice,,Proficient,2023-10-28T00:00:00.000Z,2023-11-27T00:00:00.000Z
SSK-836382,STU-000186,SKL-009,2025-06-17,1,3,3,2025-06-17,83.00,21,8,STF-0040,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Advanced,2023-11-22T00:00:00.000Z,2023-12-22T00:00:00.000Z
SSK-836446,STU-001949,SKL-025,2025-08-20,1,2,4,2025-08-20,96.00,85,6,STF-0048,Auditory,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Proficient,2024-01-25T00:00:00.000Z,2024-02-24T00:00:00.000Z
SSK-836452,STU-000176,SKL-037,2025-08-26,1,3,4,2025-08-26,51.00,91,1,STF-0014,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Proficient,2024-01-31T00:00:00.000Z,2024-03-01T00:00:00.000Z
SSK-836454,STU-000227,SKL-004,2025-08-28,1,5,3,2025-08-28,53.00,93,3,STF-0008,Kinesthetic,Fast learner,Focus,Peer tutoring,Showing steady improvement,Proficient,2024-02-02T00:00:00.000Z,2024-03-03T00:00:00.000Z
SSK-836484,STU-001790,SKL-006,2025-09-27,1,5,3,2025-09-27,83.00,123,0,STF-0030,Reading/Writing,Problem solving,Communication,Certification prep,Showing steady improvement,Advanced,2024-03-03T00:00:00.000Z,2024-04-02T00:00:00.000Z
SSK-836508,STU-001078,SKL-033,2025-10-21,1,4,3,2025-10-21,56.00,147,2,STF-0039,Visual,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,In Development,2024-03-27T00:00:00.000Z,2024-04-26T00:00:00.000Z
SSK-836511,STU-000949,SKL-012,2025-10-24,2,2,3,2025-10-24,59.00,150,5,STF-0045,Visual,Team collaboration,Collaboration,Additional practice,On track to meet goals,In Development,2024-03-30T00:00:00.000Z,2024-04-29T00:00:00.000Z
SSK-836542,STU-001129,SKL-010,2025-11-24,1,3,4,2025-11-24,90.00,181,3,STF-0011,Auditory,Technical aptitude,Time management,Advanced training,Exceeding expectations,Proficient,2024-04-30T00:00:00.000Z,2024-05-30T00:00:00.000Z
SSK-836590,STU-001900,SKL-009,2025-01-11,1,1,4,2025-01-11,87.00,28,7,STF-0036,Mixed,Communication,Detail orientation,Portfolio development,Exceeding expectations,Needs Support,2024-06-17T00:00:00.000Z,2024-07-17T00:00:00.000Z
SSK-836610,STU-000610,SKL-034,2025-01-31,1,1,3,2025-01-31,56.00,48,5,STF-0047,Visual,Problem solving,Communication,Certification prep,Showing steady improvement,In Development,2024-07-07T00:00:00.000Z,2024-08-06T00:00:00.000Z
SSK-836697,STU-000502,SKL-028,2025-04-28,2,3,3,2025-04-28,92.00,135,4,STF-0011,Mixed,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Not Started,2024-10-02T00:00:00.000Z,2024-11-01T00:00:00.000Z
SSK-836779,STU-000227,SKL-019,2025-07-19,2,5,4,2025-07-19,72.00,16,9,STF-0019,Reading/Writing,Communication,Detail orientation,Portfolio development,Excellent progress,Advanced,2024-12-23T00:00:00.000Z,2025-01-22T00:00:00.000Z
SSK-836790,STU-001969,SKL-034,2025-07-30,1,1,3,2025-07-30,83.00,27,9,STF-0037,Mixed,Fast learner,Focus,Peer tutoring,Showing steady improvement,Needs Support,2025-01-03T00:00:00.000Z,2025-02-02T00:00:00.000Z
SSK-836808,STU-000176,SKL-012,2025-08-17,1,4,3,2025-08-17,50.00,45,5,STF-0013,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2025-01-21T00:00:00.000Z,2025-02-20T00:00:00.000Z
SSK-836816,STU-001613,SKL-015,2025-08-25,1,2,5,2025-08-25,58.00,53,2,STF-0044,Visual,Creative vision,Technical skills,Mentorship pairing,Needs additional support,In Development,2025-01-29T00:00:00.000Z,2025-02-28T00:00:00.000Z
SSK-836845,STU-000877,SKL-008,2025-09-23,2,1,4,2025-09-23,87.00,82,9,STF-0010,Auditory,Attention to detail,Confidence,Project leadership role,Excellent progress,Proficient,2025-02-27T00:00:00.000Z,2025-03-29T00:00:00.000Z
SSK-836858,STU-000768,SKL-023,2025-10-06,1,4,5,2025-10-06,100.00,95,0,STF-0029,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2025-03-12T00:00:00.000Z,2025-04-11T00:00:00.000Z
SSK-836892,STU-000227,SKL-006,2025-11-09,1,3,3,2025-11-09,83.00,129,1,STF-0044,Mixed,Technical aptitude,Time management,Advanced training,Showing steady improvement,Needs Support,2025-04-15T00:00:00.000Z,2025-05-15T00:00:00.000Z
SSK-836896,STU-000173,SKL-013,2025-11-13,1,2,4,2025-11-13,87.00,133,5,STF-0014,Mixed,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Not Started,2025-04-19T00:00:00.000Z,2025-05-19T00:00:00.000Z
SSK-836919,STU-000661,SKL-035,2025-12-06,2,5,3,2025-12-06,59.00,156,6,STF-0029,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2025-05-12T00:00:00.000Z,2025-06-11T00:00:00.000Z
SSK-836941,STU-000949,SKL-033,2025-12-28,2,2,4,2025-12-28,81.00,178,6,STF-0025,Auditory,Technical aptitude,Time management,Advanced training,Excellent progress,Proficient,2025-06-03T00:00:00.000Z,2025-07-03T00:00:00.000Z
SSK-836996,STU-001124,SKL-004,2025-02-21,1,2,5,2025-02-21,85.00,32,6,STF-0037,Mixed,Communication,Detail orientation,Portfolio development,Needs additional support,Not Started,2025-07-28T00:00:00.000Z,2025-08-27T00:00:00.000Z
SSK-837024,STU-000968,SKL-037,2025-03-21,1,5,3,2025-03-21,62.00,60,1,STF-0030,Visual,Communication,Detail orientation,Portfolio development,Showing steady improvement,In Development,2025-08-25T00:00:00.000Z,2025-09-24T00:00:00.000Z
SSK-837075,STU-001352,SKL-015,2025-05-11,2,1,3,2025-05-11,62.00,111,8,STF-0001,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Advanced,2025-10-15T00:00:00.000Z,2025-11-14T00:00:00.000Z
SSK-837079,STU-000011,SKL-022,2025-05-15,2,5,4,2025-05-15,66.00,115,1,STF-0008,Reading/Writing,Problem solving,Communication,Certification prep,Excellent progress,Advanced,2025-10-19T00:00:00.000Z,2025-11-18T00:00:00.000Z
SSK-837116,STU-001613,SKL-011,2025-06-21,1,2,5,2025-06-21,52.00,152,5,STF-0006,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2025-11-25T00:00:00.000Z,2025-12-25T00:00:00.000Z
SSK-837179,STU-000011,SKL-005,2025-08-23,2,5,5,2025-08-23,64.00,14,2,STF-0029,Reading/Writing,Technical aptitude,Time management,Advanced training,,Advanced,2022-01-27T00:00:00.000Z,2022-02-26T00:00:00.000Z
SSK-837199,STU-001619,SKL-013,2025-09-12,2,5,4,2025-09-12,84.00,34,0,STF-0021,Mixed,Communication,Detail orientation,Portfolio development,Excellent progress,Not Started,2022-02-16T00:00:00.000Z,2022-03-18T00:00:00.000Z
SSK-837201,STU-001262,SKL-014,2025-09-14,2,2,3,2025-09-14,86.00,36,2,STF-0048,Visual,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,In Development,2022-02-18T00:00:00.000Z,2022-03-20T00:00:00.000Z
SSK-837232,STU-000877,SKL-035,2025-10-15,1,3,4,2025-10-15,66.00,67,0,STF-0002,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2022-03-21T00:00:00.000Z,2022-04-20T00:00:00.000Z
SSK-837346,STU-001949,SKL-020,2025-02-06,1,2,4,2025-02-06,78.00,181,4,STF-0001,Auditory,Communication,Detail orientation,Portfolio development,Exceeding expectations,Proficient,2022-07-13T00:00:00.000Z,2022-08-12T00:00:00.000Z
SSK-837361,STU-000011,SKL-033,2025-02-21,2,2,4,2025-02-21,93.00,196,8,STF-0050,Kinesthetic,Technical aptitude,Time management,Advanced training,Excellent progress,Proficient,2022-07-28T00:00:00.000Z,2022-08-27T00:00:00.000Z
SSK-837458,STU-000896,SKL-018,2025-05-29,1,4,5,2025-05-29,88.00,92,6,STF-0021,Kinesthetic,Communication,Detail orientation,Portfolio development,Needs additional support,Proficient,2022-11-02T00:00:00.000Z,2022-12-02T00:00:00.000Z
SSK-837551,STU-001181,SKL-026,2025-08-30,2,2,5,2025-08-30,79.00,185,0,STF-0012,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,,Proficient,2023-02-03T00:00:00.000Z,2023-03-05T00:00:00.000Z
SSK-837764,STU-001352,SKL-013,2025-03-31,1,5,5,2025-03-31,88.00,197,4,STF-0030,Kinesthetic,Team collaboration,Collaboration,Additional practice,Needs additional support,Proficient,2023-09-04T00:00:00.000Z,2023-10-04T00:00:00.000Z
SSK-837826,STU-000768,SKL-012,2025-06-01,1,2,4,2025-06-01,99.00,58,0,STF-0047,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2023-11-05T00:00:00.000Z,2023-12-05T00:00:00.000Z
SSK-837830,STU-001936,SKL-033,2025-06-05,1,1,5,2025-06-05,52.00,62,4,STF-0011,Auditory,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2023-11-09T00:00:00.000Z,2023-12-09T00:00:00.000Z
SSK-837834,STU-001900,SKL-021,2025-06-09,1,5,3,2025-06-09,56.00,66,8,STF-0025,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,In Development,2023-11-13T00:00:00.000Z,2023-12-13T00:00:00.000Z
SSK-837879,STU-001076,SKL-015,2025-07-24,2,5,3,2025-07-24,50.00,111,9,STF-0028,Reading/Writing,Technical aptitude,Time management,Advanced training,On track to meet goals,Advanced,2023-12-28T00:00:00.000Z,2024-01-27T00:00:00.000Z
SSK-837965,STU-000896,SKL-022,2025-10-18,2,1,5,2025-10-18,85.00,197,7,STF-0028,Kinesthetic,Attention to detail,Confidence,Project leadership role,,Proficient,2024-03-23T00:00:00.000Z,2024-04-22T00:00:00.000Z
SSK-837968,STU-000947,SKL-031,2025-10-21,1,4,5,2025-10-21,88.00,200,10,STF-0031,Kinesthetic,Problem solving,Communication,Certification prep,Needs additional support,Proficient,2024-03-26T00:00:00.000Z,2024-04-25T00:00:00.000Z
SSK-837991,STU-001619,SKL-037,2025-11-13,2,2,4,2025-11-13,60.00,22,0,STF-0014,Mixed,Technical aptitude,Time management,Advanced training,Excellent progress,Needs Support,2024-04-18T00:00:00.000Z,2024-05-18T00:00:00.000Z
SSK-838003,STU-001076,SKL-023,2025-11-25,2,4,4,2025-11-25,72.00,34,1,STF-0046,Visual,Problem solving,Communication,Certification prep,Excellent progress,In Development,2024-04-30T00:00:00.000Z,2024-05-30T00:00:00.000Z
SSK-838038,STU-000008,SKL-019,2025-12-30,1,4,3,2025-12-30,56.00,69,3,STF-0011,Auditory,Problem solving,Communication,Certification prep,Showing steady improvement,In Development,2024-06-04T00:00:00.000Z,2024-07-04T00:00:00.000Z
SSK-838061,STU-001851,SKL-038,2025-01-22,2,2,5,2025-01-22,79.00,92,4,STF-0046,Kinesthetic,Technical aptitude,Time management,Advanced training,,Proficient,2024-06-27T00:00:00.000Z,2024-07-27T00:00:00.000Z
SSK-838088,STU-000252,SKL-024,2025-02-18,1,4,5,2025-02-18,55.00,119,9,STF-0050,Reading/Writing,Communication,Detail orientation,Portfolio development,Needs additional support,Needs Support,2024-07-24T00:00:00.000Z,2024-08-23T00:00:00.000Z
SSK-838111,STU-001949,SKL-037,2025-03-13,2,2,4,2025-03-13,78.00,142,10,STF-0005,Visual,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2024-08-16T00:00:00.000Z,2024-09-15T00:00:00.000Z
SSK-838123,STU-000417,SKL-011,2025-03-25,2,4,4,2025-03-25,90.00,154,0,STF-0040,Visual,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2024-08-28T00:00:00.000Z,2024-09-27T00:00:00.000Z
SSK-838135,STU-000011,SKL-034,2025-04-06,2,1,4,2025-04-06,51.00,166,1,STF-0006,Auditory,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2024-09-09T00:00:00.000Z,2024-10-09T00:00:00.000Z
SSK-838143,STU-001418,SKL-010,2025-04-14,2,4,3,2025-04-14,59.00,174,9,STF-0001,Auditory,Problem solving,Communication,Certification prep,On track to meet goals,Proficient,2024-09-17T00:00:00.000Z,2024-10-17T00:00:00.000Z
SSK-838196,STU-000008,SKL-023,2025-06-06,1,2,5,2025-06-06,61.00,26,7,STF-0027,Mixed,Attention to detail,Confidence,Project leadership role,Needs additional support,Not Started,2024-11-09T00:00:00.000Z,2024-12-09T00:00:00.000Z
SSK-838303,STU-000356,SKL-036,2025-09-21,2,4,4,2025-09-21,66.00,133,4,STF-0024,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2025-02-24T00:00:00.000Z,2025-03-26T00:00:00.000Z
SSK-838345,STU-000227,SKL-020,2025-11-02,2,1,4,2025-11-02,57.00,175,2,STF-0045,Auditory,Team collaboration,Collaboration,Additional practice,Excellent progress,Proficient,2025-04-07T00:00:00.000Z,2025-05-07T00:00:00.000Z
SSK-838352,STU-000173,SKL-001,2025-11-09,1,3,5,2025-11-09,64.00,182,9,STF-0034,Kinesthetic,Team collaboration,Collaboration,Additional practice,Needs additional support,Proficient,2025-04-14T00:00:00.000Z,2025-05-14T00:00:00.000Z
SSK-838391,STU-000356,SKL-006,2025-12-18,2,2,5,2025-12-18,52.00,20,4,STF-0014,Mixed,Creative vision,Technical skills,Mentorship pairing,,Needs Support,2025-05-23T00:00:00.000Z,2025-06-22T00:00:00.000Z
SSK-838417,STU-000322,SKL-001,2025-01-13,2,3,4,2025-01-13,78.00,46,8,STF-0014,Visual,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2025-06-18T00:00:00.000Z,2025-07-18T00:00:00.000Z
SSK-838447,STU-000748,SKL-003,2025-02-12,2,3,4,2025-02-12,57.00,76,5,STF-0031,Auditory,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Proficient,2025-07-18T00:00:00.000Z,2025-08-17T00:00:00.000Z
SSK-838674,STU-000281,SKL-001,2025-09-27,1,5,3,2025-09-27,80.00,102,1,STF-0014,Kinesthetic,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Advanced,2022-03-02T00:00:00.000Z,2022-04-01T00:00:00.000Z
SSK-838687,STU-000008,SKL-001,2025-10-10,2,3,4,2025-10-10,93.00,115,3,STF-0028,Reading/Writing,Fast learner,Focus,Peer tutoring,Excellent progress,Needs Support,2022-03-15T00:00:00.000Z,2022-04-14T00:00:00.000Z
SSK-838759,STU-001352,SKL-038,2025-12-21,2,5,4,2025-12-21,63.00,187,9,STF-0028,Kinesthetic,Problem solving,Communication,Certification prep,Excellent progress,Proficient,2022-05-26T00:00:00.000Z,2022-06-25T00:00:00.000Z
SSK-838781,STU-001949,SKL-006,2025-01-12,2,2,5,2025-01-12,85.00,8,9,STF-0030,Reading/Writing,Communication,Detail orientation,Portfolio development,,Advanced,2022-06-17T00:00:00.000Z,2022-07-17T00:00:00.000Z
SSK-838809,STU-000877,SKL-039,2025-02-09,2,5,3,2025-02-09,62.00,36,4,STF-0034,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2022-07-15T00:00:00.000Z,2022-08-14T00:00:00.000Z
SSK-838841,STU-001949,SKL-008,2025-03-13,2,2,5,2025-03-13,94.00,68,3,STF-0001,Auditory,Fast learner,Focus,Peer tutoring,,Proficient,2022-08-16T00:00:00.000Z,2022-09-15T00:00:00.000Z
SSK-838922,STU-000011,SKL-028,2025-06-02,1,3,5,2025-06-02,73.00,149,7,STF-0001,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2022-11-05T00:00:00.000Z,2022-12-05T00:00:00.000Z
SSK-838963,STU-001078,SKL-011,2025-07-13,2,4,4,2025-07-13,63.00,190,4,STF-0027,Kinesthetic,Communication,Detail orientation,Portfolio development,Excellent progress,Proficient,2022-12-16T00:00:00.000Z,2023-01-15T00:00:00.000Z
SSK-838975,STU-001076,SKL-023,2025-07-25,2,1,4,2025-07-25,75.00,1,5,STF-0017,Reading/Writing,Team collaboration,Collaboration,Additional practice,Excellent progress,Advanced,2022-12-28T00:00:00.000Z,2023-01-27T00:00:00.000Z
SSK-839035,STU-001949,SKL-023,2025-09-23,2,1,4,2025-09-23,84.00,61,10,STF-0003,Auditory,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2023-02-26T00:00:00.000Z,2023-03-28T00:00:00.000Z
SSK-839050,STU-001129,SKL-009,2025-10-08,1,1,4,2025-10-08,99.00,76,3,STF-0015,Kinesthetic,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Proficient,2023-03-13T00:00:00.000Z,2023-04-12T00:00:00.000Z
SSK-839120,STU-001969,SKL-027,2025-12-17,1,1,5,2025-12-17,67.00,146,7,STF-0050,Visual,Attention to detail,Confidence,Project leadership role,Needs additional support,In Development,2023-05-22T00:00:00.000Z,2023-06-21T00:00:00.000Z
SSK-839167,STU-000947,SKL-004,2025-02-02,2,3,4,2025-02-02,63.00,193,10,STF-0048,Kinesthetic,Technical aptitude,Time management,Advanced training,Excellent progress,Proficient,2023-07-08T00:00:00.000Z,2023-08-07T00:00:00.000Z
SSK-839173,STU-000968,SKL-025,2025-02-08,2,4,4,2025-02-08,69.00,199,5,STF-0027,Kinesthetic,Communication,Detail orientation,Portfolio development,Excellent progress,Advanced,2023-07-14T00:00:00.000Z,2023-08-13T00:00:00.000Z
SSK-839186,STU-000610,SKL-017,2025-02-21,1,2,5,2025-02-21,82.00,11,7,STF-0018,Reading/Writing,Problem solving,Communication,Certification prep,Needs additional support,Needs Support,2023-07-27T00:00:00.000Z,2023-08-26T00:00:00.000Z
SSK-839189,STU-000610,SKL-036,2025-02-24,2,5,5,2025-02-24,85.00,14,10,STF-0037,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,,Needs Support,2023-07-30T00:00:00.000Z,2023-08-29T00:00:00.000Z
SSK-839241,STU-001792,SKL-032,2025-04-17,2,2,3,2025-04-17,86.00,66,7,STF-0029,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2023-09-20T00:00:00.000Z,2023-10-20T00:00:00.000Z
SSK-839304,STU-000748,SKL-011,2025-06-19,1,5,3,2025-06-19,98.00,129,4,STF-0003,Visual,Team collaboration,Collaboration,Additional practice,Showing steady improvement,In Development,2023-11-22T00:00:00.000Z,2023-12-22T00:00:00.000Z
SSK-839321,STU-001262,SKL-009,2025-07-06,2,2,5,2025-07-06,64.00,146,10,STF-0009,Visual,Technical aptitude,Time management,Advanced training,,In Development,2023-12-09T00:00:00.000Z,2024-01-08T00:00:00.000Z
SSK-839339,STU-000281,SKL-002,2025-07-24,2,5,5,2025-07-24,82.00,164,6,STF-0020,Auditory,Team collaboration,Collaboration,Additional practice,,In Development,2023-12-27T00:00:00.000Z,2024-01-26T00:00:00.000Z
SSK-839345,STU-001181,SKL-009,2025-07-30,2,1,5,2025-07-30,88.00,170,1,STF-0016,Auditory,Fast learner,Focus,Peer tutoring,,Proficient,2024-01-02T00:00:00.000Z,2024-02-01T00:00:00.000Z
SSK-839413,STU-000252,SKL-027,2025-10-06,2,4,4,2025-10-06,54.00,37,3,STF-0028,Visual,Creative vision,Technical skills,Mentorship pairing,Excellent progress,In Development,2024-03-10T00:00:00.000Z,2024-04-09T00:00:00.000Z
SSK-839423,STU-000502,SKL-033,2025-10-16,2,4,5,2025-10-16,64.00,47,2,STF-0025,Visual,Team collaboration,Collaboration,Additional practice,,In Development,2024-03-20T00:00:00.000Z,2024-04-19T00:00:00.000Z
SSK-839447,STU-001616,SKL-033,2025-11-09,2,3,5,2025-11-09,88.00,71,4,STF-0023,Auditory,Technical aptitude,Time management,Advanced training,,Proficient,2024-04-13T00:00:00.000Z,2024-05-13T00:00:00.000Z
SSK-839514,STU-000322,SKL-007,2025-01-15,1,5,3,2025-01-15,53.00,138,5,STF-0017,Visual,Team collaboration,Collaboration,Additional practice,Showing steady improvement,In Development,2024-06-19T00:00:00.000Z,2024-07-19T00:00:00.000Z
