goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-982643,STU-001631,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-03-05,2025-05-23,2025-09-29,Medium,14,6,5,MNT-0033,STF-0016,null,Time constraints,Equipment access,2025-03-05,2025-04-04,Revised timeline,Active,2024-09-19T00:00:00.000Z,2024-10-03T00:00:00.000Z
GOL-982652,STU-001532,Skills Development,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-03-14,2025-09-02,2025-07-17,Medium,23,8,5,MNT-0171,STF-0030,PRG-004,Resource access,Transportation,2025-03-14,2025-04-13,Excellent progress,Completed,2024-09-28T00:00:00.000Z,2024-10-12T00:00:00.000Z
GOL-982752,STU-001913,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-06-22,2025-10-05,2025-12-11,Medium,22,3,6,MNT-0096,STF-0025,PRG-013,Resource access,None additional,2025-06-22,2025-07-22,On track,Completed,2025-01-06T00:00:00.000Z,2025-01-20T00:00:00.000Z
GOL-982771,STU-001017,Financial,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-07-11,2026-01-26,null,Medium,41,8,7,MNT-0105,STF-0048,PRG-003,Transportation,Equipment access,2025-07-11,2025-08-10,Excellent progress,Completed,2025-01-25T00:00:00.000Z,2025-02-08T00:00:00.000Z
GOL-982805,STU-001225,Academic,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-08-14,2026-01-03,null,High,75,7,5,MNT-0049,STF-0036,PRG-005,None,Financial assistance,2025-08-14,2025-09-13,Additional support provided,Active,2025-02-28T00:00:00.000Z,2025-03-14T00:00:00.000Z
GOL-982896,STU-000838,Community,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-11-13,2026-01-26,2026-04-14,Low,65,7,6,null,STF-0046,PRG-010,Health issues,None additional,2025-11-13,2025-12-13,Additional support provided,Deferred,2025-05-30T00:00:00.000Z,2025-06-13T00:00:00.000Z
GOL-982925,STU-000618,Career,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-12-12,2026-06-16,null,High,94,8,8,null,STF-0006,PRG-014,None,Financial assistance,2025-12-12,2026-01-11,Excellent progress,Active,2025-06-28T00:00:00.000Z,2025-07-12T00:00:00.000Z
GOL-982947,STU-000474,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-01-03,2025-07-08,null,Medium,15,2,3,null,STF-0007,PRG-011,Time constraints,Equipment access,2025-01-03,2025-02-02,,Completed,2025-07-20T00:00:00.000Z,2025-08-03T00:00:00.000Z
GOL-982958,STU-000469,Personal Growth,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-01-14,2025-03-04,2025-02-06,Medium,26,6,5,MNT-0197,STF-0001,null,Resource access,Counseling,2025-01-14,2025-02-13,Revised timeline,Completed,2025-07-31T00:00:00.000Z,2025-08-14T00:00:00.000Z
GOL-982977,STU-000305,Health/Wellness,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-02-02,2025-03-15,2025-04-04,Medium,45,4,6,null,STF-0017,PRG-006,Personal challenges,Tutoring,2025-02-02,2025-03-04,Ahead of schedule,Completed,2025-08-19T00:00:00.000Z,2025-09-02T00:00:00.000Z
GOL-982996,STU-001846,Community,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-21,2025-05-31,null,Low,64,2,7,MNT-0189,STF-0019,null,Health issues,Transportation,2025-02-21,2025-03-23,,Deferred,2025-09-07T00:00:00.000Z,2025-09-21T00:00:00.000Z
GOL-983003,STU-001527,Academic,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-02-28,2025-08-16,null,High,71,2,5,null,STF-0031,PRG-013,None,Equipment access,2025-02-28,2025-03-30,,Active,2025-09-14T00:00:00.000Z,2025-09-28T00:00:00.000Z
GOL-983196,STU-001937,Community,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-09-09,2025-10-18,2025-12-30,Low,62,6,0,MNT-0054,STF-0007,PRG-011,Health issues,Transportation,2025-09-09,2025-10-09,Revised timeline,Deferred,2023-03-26T00:00:00.000Z,2023-04-09T00:00:00.000Z
GOL-983203,STU-000186,Academic,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-09-16,2025-12-07,2026-03-31,High,69,6,7,null,STF-0033,PRG-013,None,Equipment access,2025-09-16,2025-10-16,Revised timeline,Active,2023-04-02T00:00:00.000Z,2023-04-16T00:00:00.000Z
GOL-983210,STU-000384,Academic,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-09-23,2026-01-30,2026-04-06,High,76,6,5,MNT-0078,STF-0013,null,None,Mentoring,2025-09-23,2025-10-23,Revised timeline,Active,2023-04-09T00:00:00.000Z,2023-04-23T00:00:00.000Z
GOL-983219,STU-001532,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-10-02,2026-04-28,null,High,85,8,5,MNT-0194,STF-0012,PRG-013,None,Equipment access,2025-10-02,2025-11-01,Excellent progress,Active,2023-04-18T00:00:00.000Z,2023-05-02T00:00:00.000Z
GOL-983226,STU-001004,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-10-09,2025-11-20,2026-04-27,High,92,8,3,null,STF-0014,PRG-013,None,Mentoring,2025-10-09,2025-11-08,Excellent progress,Active,2023-04-25T00:00:00.000Z,2023-05-09T00:00:00.000Z
GOL-983253,STU-000765,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-11-05,2026-06-01,2026-03-04,Medium,18,7,3,MNT-0130,STF-0033,null,Resource access,Financial assistance,2025-11-05,2025-12-05,Additional support provided,Completed,2023-05-22T00:00:00.000Z,2023-06-05T00:00:00.000Z
GOL-983273,STU-001138,Health/Wellness,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-11-25,2026-01-14,null,Medium,38,6,5,MNT-0104,STF-0048,PRG-009,Personal challenges,Tutoring,2025-11-25,2025-12-25,Revised timeline,Completed,2023-06-11T00:00:00.000Z,2023-06-25T00:00:00.000Z
GOL-983288,STU-000603,Creative,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-12-10,2026-04-02,2026-04-23,Low,53,7,2,MNT-0018,STF-0032,PRG-002,Academic demands,None additional,2025-12-10,2026-01-09,Additional support provided,On Hold,2023-06-26T00:00:00.000Z,2023-07-10T00:00:00.000Z
GOL-983346,STU-001631,Skills Development,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-02-06,2025-09-01,null,Medium,10,2,6,MNT-0023,STF-0038,PRG-008,Time constraints,Mentoring,2025-02-06,2025-03-08,,Completed,2023-08-23T00:00:00.000Z,2023-09-06T00:00:00.000Z
GOL-983513,STU-001225,Academic,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-07-23,2025-08-26,2025-12-14,High,76,8,2,null,STF-0036,PRG-012,None,Tutoring,2025-07-23,2025-08-22,Excellent progress,Active,2024-02-06T00:00:00.000Z,2024-02-20T00:00:00.000Z
GOL-983574,STU-000838,Health/Wellness,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-09-22,2026-03-14,null,Medium,36,6,0,MNT-0119,STF-0009,PRG-005,Personal challenges,Counseling,2025-09-22,2025-10-22,Revised timeline,Completed,2024-04-07T00:00:00.000Z,2024-04-21T00:00:00.000Z
GOL-983609,STU-000618,Academic,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-10-27,2026-04-23,2026-04-03,High,71,6,8,null,STF-0020,PRG-004,None,Tutoring,2025-10-27,2025-11-26,Revised timeline,Active,2024-05-12T00:00:00.000Z,2024-05-26T00:00:00.000Z
GOL-983628,STU-001004,Career,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-11-15,2026-04-06,2026-02-27,High,90,4,0,null,STF-0003,PRG-003,None,Transportation,2025-11-15,2025-12-15,Ahead of schedule,Active,2024-05-31T00:00:00.000Z,2024-06-14T00:00:00.000Z
GOL-983653,STU-001891,Personal Growth,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-12-10,2026-06-04,2026-01-15,Medium,14,8,7,MNT-0068,STF-0015,null,Resource access,Financial assistance,2025-12-10,2026-01-09,Excellent progress,Completed,2024-06-25T00:00:00.000Z,2024-07-09T00:00:00.000Z
GOL-983688,STU-000838,Creative,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-01-14,2025-04-05,2025-07-20,Low,49,8,6,MNT-0004,STF-0013,PRG-011,Academic demands,None additional,2025-01-14,2025-02-13,Excellent progress,On Hold,2024-07-30T00:00:00.000Z,2024-08-13T00:00:00.000Z
GOL-983714,STU-001768,Academic,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-02-09,2025-07-24,null,High,75,6,5,MNT-0129,STF-0032,PRG-010,None,Mentoring,2025-02-09,2025-03-11,Revised timeline,Active,2024-08-25T00:00:00.000Z,2024-09-08T00:00:00.000Z
GOL-983868,STU-000582,Financial,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-07-13,2025-09-25,2025-10-17,Medium,27,6,6,MNT-0071,STF-0018,null,Transportation,Transportation,2025-07-13,2025-08-12,Revised timeline,Completed,2025-01-26T00:00:00.000Z,2025-02-09T00:00:00.000Z
GOL-983924,STU-000187,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-09-07,2025-10-16,2026-01-23,High,83,6,8,MNT-0114,STF-0037,PRG-001,None,Transportation,2025-09-07,2025-10-07,Revised timeline,Active,2025-03-23T00:00:00.000Z,2025-04-06T00:00:00.000Z
GOL-984027,STU-000527,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-12-19,2026-02-11,2026-02-05,High,85,4,3,null,STF-0029,PRG-004,None,Equipment access,2025-12-19,2026-01-18,Ahead of schedule,Active,2025-07-04T00:00:00.000Z,2025-07-18T00:00:00.000Z
GOL-984047,STU-001429,Skills Development,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-01-08,2025-02-27,null,Medium,4,3,5,null,STF-0001,PRG-012,Time constraints,Flexible scheduling,2025-01-08,2025-02-07,On track,Completed,2025-07-24T00:00:00.000Z,2025-08-07T00:00:00.000Z
GOL-984099,STU-000567,Community,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-03-01,2025-07-06,null,Low,56,6,3,MNT-0083,STF-0018,null,Health issues,Equipment access,2025-03-01,2025-03-31,Revised timeline,Deferred,2025-09-14T00:00:00.000Z,2025-09-28T00:00:00.000Z
GOL-984169,STU-000920,Financial,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-05-10,2025-10-29,2025-09-29,Medium,25,6,1,MNT-0112,STF-0011,PRG-012,Transportation,Tutoring,2025-05-10,2025-06-09,Revised timeline,Completed,2025-11-23T00:00:00.000Z,2025-12-07T00:00:00.000Z
GOL-984221,STU-000469,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-07-01,2025-12-18,null,High,77,2,8,MNT-0158,STF-0006,PRG-008,None,Financial assistance,2025-07-01,2025-07-31,,Active,2023-01-14T00:00:00.000Z,2023-01-28T00:00:00.000Z
GOL-984258,STU-001032,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-08-07,2025-10-06,2026-02-21,Medium,13,4,0,MNT-0149,STF-0001,PRG-014,Resource access,Mentoring,2025-08-07,2025-09-06,Ahead of schedule,Completed,2023-02-20T00:00:00.000Z,2023-03-06T00:00:00.000Z
GOL-984323,STU-001779,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-10-11,2026-04-11,2026-01-22,High,78,6,2,MNT-0141,STF-0041,PRG-015,None,Equipment access,2025-10-11,2025-11-10,Revised timeline,Active,2023-04-26T00:00:00.000Z,2023-05-10T00:00:00.000Z
GOL-984349,STU-000912,Skills Development,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-11-06,2025-12-18,null,Medium,3,4,1,MNT-0118,STF-0027,PRG-011,Time constraints,Financial assistance,2025-11-06,2025-12-06,Ahead of schedule,Completed,2023-05-22T00:00:00.000Z,2023-06-05T00:00:00.000Z
GOL-984350,STU-000527,Skills Development,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-11-07,2026-05-01,2025-12-20,Medium,4,5,2,MNT-0014,STF-0017,PRG-001,Resource access,Counseling,2025-11-07,2025-12-07,Needs attention,Completed,2023-05-23T00:00:00.000Z,2023-06-06T00:00:00.000Z
GOL-984472,STU-001527,Financial,College application completion,College application completion - Personal development goal for Better Youth student,2025-03-09,2025-04-10,null,Medium,25,8,7,null,STF-0049,PRG-006,Personal challenges,None additional,2025-03-09,2025-04-08,Excellent progress,Completed,2023-09-22T00:00:00.000Z,2023-10-06T00:00:00.000Z
GOL-984495,STU-000567,Community,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-04-01,2025-09-16,null,Low,48,3,3,MNT-0079,STF-0002,PRG-014,Work schedule,Flexible scheduling,2025-04-01,2025-05-01,On track,Deferred,2023-10-15T00:00:00.000Z,2023-10-29T00:00:00.000Z
GOL-984560,STU-000912,Personal Growth,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-06-05,2025-11-07,null,Medium,12,5,5,MNT-0051,STF-0037,PRG-005,Resource access,None additional,2025-06-05,2025-07-05,Needs attention,Completed,2023-12-19T00:00:00.000Z,2024-01-02T00:00:00.000Z
GOL-984592,STU-001150,Leadership,College application completion,College application completion - Personal development goal for Better Youth student,2025-07-07,2025-09-30,null,Low,44,2,1,MNT-0036,STF-0001,PRG-011,Work schedule,None additional,2025-07-07,2025-08-06,,Cancelled,2024-01-20T00:00:00.000Z,2024-02-03T00:00:00.000Z
GOL-984661,STU-002000,Personal Growth,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-09-14,2025-10-19,2025-11-09,Medium,12,8,7,MNT-0117,STF-0025,PRG-014,Resource access,Financial assistance,2025-09-14,2025-10-14,Excellent progress,Completed,2024-03-29T00:00:00.000Z,2024-04-12T00:00:00.000Z
GOL-984672,STU-001032,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-09-25,2025-11-14,null,Medium,23,5,0,MNT-0142,STF-0027,PRG-014,Personal challenges,None additional,2025-09-25,2025-10-25,Needs attention,Completed,2024-04-09T00:00:00.000Z,2024-04-23T00:00:00.000Z
GOL-984676,STU-001937,Health/Wellness,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-09-29,2025-11-10,2026-03-28,Medium,27,2,4,MNT-0081,STF-0006,null,Personal challenges,Transportation,2025-09-29,2025-10-29,,Completed,2024-04-13T00:00:00.000Z,2024-04-27T00:00:00.000Z
GOL-984680,STU-001779,Creative,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-10-03,2026-02-06,2026-05-03,Low,31,6,8,MNT-0143,STF-0017,PRG-002,Personal challenges,None additional,2025-10-03,2025-11-02,Revised timeline,On Hold,2024-04-17T00:00:00.000Z,2024-05-01T00:00:00.000Z
GOL-984703,STU-001032,Academic,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-10-26,2026-01-01,null,High,54,8,4,MNT-0024,STF-0048,PRG-010,None,Flexible scheduling,2025-10-26,2025-11-25,Excellent progress,Active,2024-05-10T00:00:00.000Z,2024-05-24T00:00:00.000Z
GOL-984729,STU-000794,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-11-21,2025-12-23,null,High,80,6,3,null,STF-0017,PRG-010,None,Tutoring,2025-11-21,2025-12-21,Revised timeline,Active,2024-06-05T00:00:00.000Z,2024-06-19T00:00:00.000Z
GOL-984779,STU-000765,Health/Wellness,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-01-10,2025-06-22,2025-07-24,Medium,29,7,8,MNT-0009,STF-0046,PRG-010,Personal challenges,Equipment access,2025-01-10,2025-02-09,Additional support provided,Completed,2024-07-25T00:00:00.000Z,2024-08-08T00:00:00.000Z
GOL-984883,STU-000567,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-04-24,2025-07-22,null,Low,32,6,4,MNT-0152,STF-0015,PRG-005,Academic demands,Equipment access,2025-04-24,2025-05-24,Revised timeline,On Hold,2024-11-06T00:00:00.000Z,2024-11-20T00:00:00.000Z
GOL-984939,STU-000838,Skills Development,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-19,2025-09-15,2025-09-01,Medium,88,6,6,MNT-0047,STF-0006,PRG-013,Time constraints,Equipment access,2025-06-19,2025-07-19,Revised timeline,Active,2025-01-01T00:00:00.000Z,2025-01-15T00:00:00.000Z
GOL-984940,STU-001148,Skills Development,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-06-20,2025-07-20,null,Medium,89,7,7,null,STF-0012,PRG-007,Time constraints,Transportation,2025-06-20,2025-07-20,Additional support provided,Active,2025-01-02T00:00:00.000Z,2025-01-16T00:00:00.000Z
GOL-984972,STU-001032,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-07-22,2025-10-12,null,Medium,20,4,3,MNT-0028,STF-0037,null,Personal challenges,Transportation,2025-07-22,2025-08-21,Ahead of schedule,Completed,2025-02-03T00:00:00.000Z,2025-02-17T00:00:00.000Z
GOL-695017,STU-001937,Career,College application completion,College application completion - Personal development goal for Better Youth student,2025-02-27,2025-06-14,null,High,36,3,1,MNT-0026,STF-0008,PRG-008,None,Tutoring,2025-02-27,2025-03-29,On track,Active,2023-06-03T00:00:00.000Z,2023-06-17T00:00:00.000Z
GOL-695019,STU-000746,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-03-01,2025-07-18,2025-04-07,High,38,5,3,MNT-0045,STF-0021,null,None,Equipment access,2025-03-01,2025-03-31,Needs attention,Active,2023-06-05T00:00:00.000Z,2023-06-19T00:00:00.000Z
GOL-695126,STU-002000,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-06-16,2025-07-22,2025-11-23,High,44,7,2,null,STF-0049,null,None,Counseling,2025-06-16,2025-07-16,Additional support provided,Active,2023-09-20T00:00:00.000Z,2023-10-04T00:00:00.000Z
GOL-695175,STU-000186,Health/Wellness,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-08-04,2025-10-19,2026-01-31,Medium,93,7,6,MNT-0007,STF-0007,PRG-014,Personal challenges,Flexible scheduling,2025-08-04,2025-09-03,Additional support provided,Completed,2023-11-08T00:00:00.000Z,2023-11-22T00:00:00.000Z
GOL-695192,STU-001788,Leadership,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-08-21,2025-09-22,null,Low,9,3,5,MNT-0190,STF-0047,PRG-008,Work schedule,None additional,2025-08-21,2025-09-20,On track,Cancelled,2023-11-25T00:00:00.000Z,2023-12-09T00:00:00.000Z
GOL-695197,STU-000603,Community,College application completion,College application completion - Personal development goal for Better Youth student,2025-08-26,2025-12-02,2025-09-28,Low,14,8,1,MNT-0018,STF-0021,PRG-015,Health issues,Financial assistance,2025-08-26,2025-09-25,Excellent progress,Deferred,2023-11-30T00:00:00.000Z,2023-12-14T00:00:00.000Z
GOL-695220,STU-000765,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-09-18,2026-01-12,2025-11-20,High,37,3,6,null,STF-0036,PRG-013,None,Transportation,2025-09-18,2025-10-18,On track,Active,2023-12-23T00:00:00.000Z,2024-01-06T00:00:00.000Z
GOL-695225,STU-001891,Career,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-09-23,2026-03-31,2025-10-21,High,42,8,2,null,STF-0006,PRG-005,None,Tutoring,2025-09-23,2025-10-23,Excellent progress,Active,2023-12-28T00:00:00.000Z,2024-01-11T00:00:00.000Z
GOL-695232,STU-000567,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-09-30,2026-02-19,2026-05-01,Medium,49,8,0,null,STF-0030,PRG-006,None,None additional,2025-09-30,2025-10-30,Excellent progress,Active,2024-01-04T00:00:00.000Z,2024-01-18T00:00:00.000Z
GOL-695245,STU-001937,Skills Development,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-10-13,2025-12-16,2025-11-11,Medium,62,7,4,MNT-0092,STF-0041,null,Time constraints,Financial assistance,2025-10-13,2025-11-12,Additional support provided,Completed,2024-01-17T00:00:00.000Z,2024-01-31T00:00:00.000Z
GOL-695284,STU-000794,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-11-21,2026-03-11,null,Low,0,4,7,MNT-0071,STF-0006,PRG-009,Academic demands,Transportation,2025-11-21,2025-12-21,Ahead of schedule,On Hold,2024-02-25T00:00:00.000Z,2024-03-10T00:00:00.000Z
GOL-695321,STU-001631,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-12-28,2026-04-21,null,High,37,6,8,MNT-0179,STF-0031,PRG-003,None,Tutoring,2025-12-28,2026-01-27,Revised timeline,Active,2024-04-02T00:00:00.000Z,2024-04-16T00:00:00.000Z
GOL-695366,STU-000603,Financial,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-02-11,2025-06-05,2025-05-29,Medium,82,2,8,null,STF-0048,PRG-003,Transportation,Counseling,2025-02-11,2025-03-13,,Completed,2024-05-17T00:00:00.000Z,2024-05-31T00:00:00.000Z
GOL-695458,STU-001779,Personal Growth,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-05-14,2025-11-08,null,Medium,73,3,1,MNT-0128,STF-0032,PRG-013,Resource access,Mentoring,2025-05-14,2025-06-13,On track,Completed,2024-08-17T00:00:00.000Z,2024-08-31T00:00:00.000Z
GOL-695459,STU-001922,Personal Growth,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-15,2025-07-16,null,Medium,74,4,2,MNT-0131,STF-0020,null,Resource access,Equipment access,2025-05-15,2025-06-14,Ahead of schedule,Completed,2024-08-18T00:00:00.000Z,2024-09-01T00:00:00.000Z
GOL-695488,STU-001150,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-06-13,2025-10-07,2025-08-09,Low,2,5,4,MNT-0004,STF-0045,PRG-015,Academic demands,None additional,2025-06-13,2025-07-13,Needs attention,On Hold,2024-09-16T00:00:00.000Z,2024-09-30T00:00:00.000Z
GOL-695599,STU-001532,Community,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-10-02,2026-04-28,2026-02-17,Low,12,4,7,MNT-0122,STF-0049,PRG-008,Health issues,Flexible scheduling,2025-10-02,2025-11-01,Ahead of schedule,Deferred,2025-01-05T00:00:00.000Z,2025-01-19T00:00:00.000Z
GOL-695616,STU-000838,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-10-19,2026-04-19,null,High,29,7,6,null,STF-0032,PRG-004,None,None additional,2025-10-19,2025-11-18,Additional support provided,Active,2025-01-22T00:00:00.000Z,2025-02-05T00:00:00.000Z
GOL-695639,STU-000567,Skills Development,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-11-11,2025-12-28,2026-05-21,Medium,52,2,2,MNT-0053,STF-0007,PRG-002,Time constraints,Flexible scheduling,2025-11-11,2025-12-11,,Active,2025-02-14T00:00:00.000Z,2025-02-28T00:00:00.000Z
GOL-695641,STU-000568,Skills Development,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-11-13,2026-05-23,null,Medium,54,4,4,MNT-0019,STF-0041,PRG-003,Time constraints,Tutoring,2025-11-13,2025-12-13,Ahead of schedule,Active,2025-02-16T00:00:00.000Z,2025-03-02T00:00:00.000Z
GOL-695654,STU-000305,Personal Growth,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-11-26,2026-05-10,null,Medium,67,3,8,MNT-0095,STF-0025,PRG-010,Resource access,Counseling,2025-11-26,2025-12-26,On track,Completed,2025-03-01T00:00:00.000Z,2025-03-15T00:00:00.000Z
GOL-695696,STU-000838,Community,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-01-07,2025-03-22,2025-08-04,Low,8,3,5,MNT-0038,STF-0006,PRG-010,Health issues,None additional,2025-01-07,2025-02-06,On track,Deferred,2025-04-12T00:00:00.000Z,2025-04-26T00:00:00.000Z
GOL-695710,STU-000640,Academic,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-01-21,2025-06-28,2025-05-21,High,22,3,1,MNT-0112,STF-0001,null,None,Counseling,2025-01-21,2025-02-20,On track,Active,2025-04-26T00:00:00.000Z,2025-05-10T00:00:00.000Z
GOL-695741,STU-000024,Skills Development,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-02-21,2025-06-20,2025-04-07,Medium,53,6,5,null,STF-0008,null,Time constraints,Financial assistance,2025-02-21,2025-03-23,Revised timeline,Active,2025-05-27T00:00:00.000Z,2025-06-10T00:00:00.000Z
GOL-695795,STU-000884,Community,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-04-16,2025-10-09,2025-05-21,Low,6,4,5,MNT-0183,STF-0042,PRG-007,Work schedule,Equipment access,2025-04-16,2025-05-16,Ahead of schedule,Deferred,2025-07-20T00:00:00.000Z,2025-08-03T00:00:00.000Z
GOL-695819,STU-001917,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-10,2025-08-30,2025-06-06,High,30,7,2,MNT-0074,STF-0044,null,None,Equipment access,2025-05-10,2025-06-09,Additional support provided,Active,2025-08-13T00:00:00.000Z,2025-08-27T00:00:00.000Z
GOL-695873,STU-000920,Health/Wellness,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-07-03,2025-08-07,2025-08-15,Medium,84,5,2,MNT-0151,STF-0040,PRG-012,Personal challenges,Tutoring,2025-07-03,2025-08-02,Needs attention,Completed,2025-10-06T00:00:00.000Z,2025-10-20T00:00:00.000Z
GOL-695884,STU-000884,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-07-14,2025-12-09,2025-09-11,Low,95,2,4,null,STF-0018,PRG-004,Academic demands,Transportation,2025-07-14,2025-08-13,,On Hold,2025-10-17T00:00:00.000Z,2025-10-31T00:00:00.000Z
GOL-695897,STU-001788,Community,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-07-27,2025-10-23,null,Low,7,8,8,MNT-0025,STF-0035,PRG-001,Health issues,Tutoring,2025-07-27,2025-08-26,Excellent progress,Deferred,2025-10-30T00:00:00.000Z,2025-11-13T00:00:00.000Z
GOL-695909,STU-001150,Academic,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-08-08,2025-12-20,null,High,19,6,2,MNT-0093,STF-0039,PRG-003,None,Financial assistance,2025-08-08,2025-09-07,Revised timeline,Active,2025-11-11T00:00:00.000Z,2025-11-25T00:00:00.000Z
GOL-695918,STU-000865,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-08-17,2025-10-01,2025-10-23,High,28,8,2,null,STF-0042,PRG-013,None,Counseling,2025-08-17,2025-09-16,Excellent progress,Active,2025-11-20T00:00:00.000Z,2025-12-04T00:00:00.000Z
GOL-695932,STU-001225,Career,College application completion,College application completion - Personal development goal for Better Youth student,2025-08-31,2025-10-03,2025-09-30,Medium,42,8,7,null,STF-0028,PRG-013,None,Transportation,2025-08-31,2025-09-30,Excellent progress,Active,2025-12-04T00:00:00.000Z,2025-12-18T00:00:00.000Z
GOL-695938,STU-001641,Skills Development,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-09-06,2026-03-16,null,Medium,48,7,4,null,STF-0019,PRG-004,Time constraints,Mentoring,2025-09-06,2025-10-06,Additional support provided,Active,2025-12-10T00:00:00.000Z,2025-12-24T00:00:00.000Z
