student_cert_id,student_id,certification_id,attempt_date,attempt_number,exam_score,passed,issue_date,expiration_date,certificate_number,verified_by_staff_id,digital_badge_issued,badge_url,linked_to_portfolio,employer_verified,renewal_reminder_sent,status,notes,created_at,updated_at
SCR-96564,STU-001776,CRT-006,2025-08-12,1,64.00,true,2025-08-26,2027-08-04,CERT-1065648,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1065648,true,false,false,Active,Recommended for advanced certification,2025-10-20T00:00:00.000Z,2025-10-27T00:00:00.000Z
SCR-96570,STU-000488,CRT-002,2025-10-03,1,65.00,true,2025-10-13,2027-08-01,CERT-1065700,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1065700,true,true,true,Active,,2025-12-11T00:00:00.000Z,2025-12-18T00:00:00.000Z
SCR-96574,STU-000694,CRT-003,2025-11-18,1,60.00,true,2025-11-27,2028-07-12,CERT-1065746,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1065746,true,false,false,Active,First attempt success,2022-01-26T00:00:00.000Z,2022-02-02T00:00:00.000Z
SCR-96584,STU-001166,CRT-006,2025-02-20,1,52.00,true,2025-02-28,null,CERT-1065840,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1065840,true,false,false,Active,,2022-04-30T00:00:00.000Z,2022-05-07T00:00:00.000Z
SCR-96584,STU-000866,CRT-006,2025-02-27,1,59.00,true,2025-03-06,2027-06-17,CERT-1065847,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1065847,true,false,false,Active,Improved from previous attempt,2022-05-07T00:00:00.000Z,2022-05-14T00:00:00.000Z
SCR-96585,STU-000165,CRT-006,2025-03-04,1,64.00,true,2025-03-07,2026-07-16,CERT-1065852,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1065852,true,false,false,Active,Improved from previous attempt,2022-05-12T00:00:00.000Z,2022-05-19T00:00:00.000Z
SCR-96591,STU-001063,CRT-018,2025-05-07,1,77.00,true,2025-05-08,2028-05-03,CERT-1065916,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1065916,true,true,true,Active,First attempt success,2022-07-15T00:00:00.000Z,2022-07-22T00:00:00.000Z
SCR-96596,STU-001880,CRT-007,2025-06-23,1,73.00,true,2025-06-28,null,CERT-1065963,STF-0007,true,https://badges.betteryouth.org/verify/CERT-1065963,true,false,false,Active,Recommended for advanced certification,2022-08-31T00:00:00.000Z,2022-09-07T00:00:00.000Z
SCR-96600,STU-001263,CRT-007,2025-08-06,1,66.00,true,2025-08-17,2028-03-27,CERT-1066007,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1066007,true,true,true,Active,Improved from previous attempt,2022-10-14T00:00:00.000Z,2022-10-21T00:00:00.000Z
SCR-96615,STU-000362,CRT-016,2025-12-30,1,59.00,true,2026-01-09,2027-06-27,CERT-1066153,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1066153,true,false,false,Active,Recommended for advanced certification,2023-03-09T00:00:00.000Z,2023-03-16T00:00:00.000Z
SCR-96618,STU-000866,CRT-008,2025-02-02,2,93.00,false,2025-02-05,2027-11-05,CERT-1066187,STF-0011,false,https://badges.betteryouth.org/verify/CERT-1066187,false,false,false,Pending Renewal,Improved from previous attempt,2023-04-12T00:00:00.000Z,2023-04-19T00:00:00.000Z
SCR-96621,STU-000596,CRT-003,2025-03-06,1,74.00,true,2025-03-10,null,CERT-1066219,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1066219,true,true,true,Active,Excellent performance,2023-05-14T00:00:00.000Z,2023-05-21T00:00:00.000Z
SCR-96622,STU-000362,CRT-020,2025-03-13,1,81.00,true,2025-03-27,2028-01-16,CERT-1066226,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1066226,true,false,true,Active,First attempt success,2023-05-21T00:00:00.000Z,2023-05-28T00:00:00.000Z
SCR-96623,STU-001133,CRT-001,2025-03-17,1,85.00,true,2025-03-30,2026-10-20,CERT-1066230,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1066230,true,false,false,Active,,2023-05-25T00:00:00.000Z,2023-06-01T00:00:00.000Z
SCR-96625,STU-001847,CRT-005,2025-04-12,1,60.00,true,2025-04-20,2026-04-24,CERT-1066256,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1066256,true,false,false,Active,First attempt success,2023-06-20T00:00:00.000Z,2023-06-27T00:00:00.000Z
SCR-96626,STU-000955,CRT-002,2025-04-18,1,66.00,true,2025-04-21,2027-12-25,CERT-1066262,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1066262,true,false,false,Active,Improved from previous attempt,2023-06-26T00:00:00.000Z,2023-07-03T00:00:00.000Z
SCR-96626,STU-001416,CRT-014,2025-04-20,1,68.00,true,2025-04-27,2028-02-17,CERT-1066264,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1066264,true,false,false,Active,Excellent performance,2023-06-28T00:00:00.000Z,2023-07-05T00:00:00.000Z
SCR-96627,STU-000258,CRT-014,2025-04-29,1,77.00,true,2025-05-09,2026-12-17,CERT-1066273,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1066273,false,false,false,Expired,Recommended for advanced certification,2023-07-07T00:00:00.000Z,2023-07-14T00:00:00.000Z
SCR-96631,STU-000515,CRT-020,2025-06-13,1,71.00,true,2025-06-18,null,CERT-1066318,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1066318,true,true,true,Active,Recommended for advanced certification,2023-08-21T00:00:00.000Z,2023-08-28T00:00:00.000Z
SCR-96633,STU-001930,CRT-016,2025-06-29,1,87.00,true,2025-07-06,2026-10-13,CERT-1066334,STF-0012,true,https://badges.betteryouth.org/verify/CERT-1066334,true,false,false,Active,Excellent performance,2023-09-06T00:00:00.000Z,2023-09-13T00:00:00.000Z
SCR-96636,STU-001359,CRT-020,2025-07-25,1,62.00,true,2025-07-31,2026-10-16,CERT-1066360,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1066360,true,false,false,Active,,2023-10-02T00:00:00.000Z,2023-10-09T00:00:00.000Z
SCR-96638,STU-000438,CRT-019,2025-08-18,2,86.00,false,2025-08-23,2026-11-04,CERT-1066384,STF-0039,true,https://badges.betteryouth.org/verify/CERT-1066384,false,false,false,Expired,Excellent performance,2023-10-26T00:00:00.000Z,2023-11-02T00:00:00.000Z
SCR-96641,STU-000654,CRT-011,2025-09-13,1,61.00,true,2025-09-19,null,CERT-1066410,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1066410,true,true,true,Active,,2023-11-21T00:00:00.000Z,2023-11-28T00:00:00.000Z
SCR-96642,STU-001776,CRT-010,2025-09-26,1,74.00,true,2025-10-01,2028-01-17,CERT-1066423,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1066423,true,false,true,Active,Recommended for advanced certification,2023-12-04T00:00:00.000Z,2023-12-11T00:00:00.000Z
SCR-96647,STU-001847,CRT-011,2025-11-21,2,79.00,true,2025-12-04,2028-10-09,CERT-1066479,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1066479,false,false,false,Expired,Excellent performance,2024-01-29T00:00:00.000Z,2024-02-05T00:00:00.000Z
SCR-96656,STU-001263,CRT-007,2025-02-10,1,58.00,true,2025-02-19,null,CERT-1066560,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1066560,true,false,false,Active,,2024-04-19T00:00:00.000Z,2024-04-26T00:00:00.000Z
SCR-96664,STU-000694,CRT-004,2025-05-02,1,88.00,true,2025-05-09,null,CERT-1066641,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1066641,true,false,false,Active,First attempt success,2024-07-09T00:00:00.000Z,2024-07-16T00:00:00.000Z
SCR-96675,STU-001618,CRT-011,2025-08-20,1,96.00,true,2025-08-29,2026-10-23,CERT-1066751,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1066751,true,false,false,Active,First attempt success,2024-10-27T00:00:00.000Z,2024-11-03T00:00:00.000Z
SCR-96678,STU-001176,CRT-018,2025-09-27,2,83.00,false,2025-10-06,2028-09-15,CERT-1066789,STF-0032,false,https://badges.betteryouth.org/verify/CERT-1066789,false,false,false,Pending Renewal,Excellent performance,2024-12-04T00:00:00.000Z,2024-12-11T00:00:00.000Z
SCR-96679,STU-001107,CRT-012,2025-10-05,3,91.00,false,2025-10-14,2027-04-10,CERT-1066797,STF-0047,false,https://badges.betteryouth.org/verify/CERT-1066797,false,false,false,Pending Renewal,Improved from previous attempt,2024-12-12T00:00:00.000Z,2024-12-19T00:00:00.000Z
SCR-96688,STU-001969,CRT-013,2025-12-27,2,72.00,false,2026-01-08,2027-10-01,CERT-1066880,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1066880,false,false,false,Expired,,2025-03-05T00:00:00.000Z,2025-03-12T00:00:00.000Z
SCR-96693,STU-001885,CRT-004,2025-02-24,1,80.00,true,2025-03-03,2026-11-08,CERT-1066939,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1066939,true,false,false,Active,Excellent performance,2025-05-03T00:00:00.000Z,2025-05-10T00:00:00.000Z
SCR-96694,STU-000596,CRT-006,2025-02-28,1,84.00,true,2025-03-02,2026-03-14,CERT-1066943,STF-0049,true,https://badges.betteryouth.org/verify/CERT-1066943,true,false,false,Active,Recommended for advanced certification,2025-05-07T00:00:00.000Z,2025-05-14T00:00:00.000Z
SCR-96708,STU-000169,CRT-013,2025-07-22,2,75.00,false,2025-07-28,2028-07-20,CERT-1067087,STF-0039,false,https://badges.betteryouth.org/verify/CERT-1067087,false,false,false,Pending Renewal,Improved from previous attempt,2025-09-28T00:00:00.000Z,2025-10-05T00:00:00.000Z
SCR-96708,STU-000405,CRT-007,2025-07-23,2,76.00,false,2025-07-28,null,CERT-1067088,STF-0048,false,https://badges.betteryouth.org/verify/CERT-1067088,false,false,false,Pending Renewal,Recommended for advanced certification,2025-09-29T00:00:00.000Z,2025-10-06T00:00:00.000Z
SCR-96712,STU-001063,CRT-015,2025-08-25,1,58.00,true,2025-08-26,2028-04-18,CERT-1067121,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1067121,true,false,true,Active,First attempt success,2025-11-01T00:00:00.000Z,2025-11-08T00:00:00.000Z
SCR-96712,STU-001107,CRT-001,2025-09-02,1,66.00,true,2025-09-14,2028-02-13,CERT-1067129,STF-0049,true,https://badges.betteryouth.org/verify/CERT-1067129,true,false,true,Active,Excellent performance,2025-11-09T00:00:00.000Z,2025-11-16T00:00:00.000Z
SCR-96719,STU-001229,CRT-011,2025-11-03,2,77.00,false,2025-11-09,2027-07-21,CERT-1067191,STF-0025,false,https://badges.betteryouth.org/verify/CERT-1067191,false,false,false,Pending Renewal,First attempt success,2022-01-10T00:00:00.000Z,2022-01-17T00:00:00.000Z
SCR-96719,STU-001133,CRT-013,2025-11-04,2,78.00,false,2025-11-10,2027-01-22,CERT-1067192,STF-0025,false,https://badges.betteryouth.org/verify/CERT-1067192,false,false,false,Pending Renewal,Improved from previous attempt,2022-01-11T00:00:00.000Z,2022-01-18T00:00:00.000Z
SCR-96723,STU-000988,CRT-014,2025-12-16,1,69.00,true,2025-12-23,2028-07-12,CERT-1067234,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1067234,true,false,false,Active,Excellent performance,2022-02-22T00:00:00.000Z,2022-03-01T00:00:00.000Z
SCR-96728,STU-001372,CRT-005,2025-01-31,2,64.00,false,2025-02-07,2027-09-05,CERT-1067280,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1067280,false,false,false,Expired,,2022-04-09T00:00:00.000Z,2022-04-16T00:00:00.000Z
SCR-96732,STU-001550,CRT-016,2025-03-16,1,57.00,true,2025-03-22,null,CERT-1067324,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1067324,true,false,true,Active,Excellent performance,2022-05-23T00:00:00.000Z,2022-05-30T00:00:00.000Z
SCR-96732,STU-000988,CRT-017,2025-03-17,1,58.00,true,2025-03-20,2027-11-07,CERT-1067325,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1067325,true,false,true,Active,,2022-05-24T00:00:00.000Z,2022-05-31T00:00:00.000Z
SCR-96738,STU-001847,CRT-010,2025-05-18,2,69.00,false,2025-05-26,2027-10-07,CERT-1067387,STF-0010,false,https://badges.betteryouth.org/verify/CERT-1067387,false,false,false,Pending Renewal,Improved from previous attempt,2022-07-25T00:00:00.000Z,2022-08-01T00:00:00.000Z
SCR-96742,STU-001885,CRT-018,2025-06-26,1,57.00,true,2025-07-02,2026-08-02,CERT-1067426,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1067426,true,false,true,Active,First attempt success,2022-09-02T00:00:00.000Z,2022-09-09T00:00:00.000Z
SCR-96744,STU-000955,CRT-008,2025-07-11,1,72.00,true,2025-07-12,2028-06-28,CERT-1067441,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1067441,true,false,false,Active,First attempt success,2022-09-17T00:00:00.000Z,2022-09-24T00:00:00.000Z
SCR-96754,STU-000438,CRT-019,2025-10-23,1,74.00,true,2025-11-05,null,CERT-1067545,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1067545,true,false,false,Active,,2022-12-30T00:00:00.000Z,2023-01-06T00:00:00.000Z
SCR-96755,STU-000069,CRT-018,2025-10-31,1,82.00,true,2025-11-08,2028-03-03,CERT-1067553,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1067553,true,false,false,Active,Recommended for advanced certification,2023-01-07T00:00:00.000Z,2023-01-14T00:00:00.000Z
SCR-96756,STU-001360,CRT-014,2025-11-11,1,93.00,true,2025-11-20,2028-01-09,CERT-1067564,STF-0036,true,https://badges.betteryouth.org/verify/CERT-1067564,true,false,false,Active,Excellent performance,2023-01-18T00:00:00.000Z,2023-01-25T00:00:00.000Z
SCR-96757,STU-001212,CRT-016,2025-11-26,2,57.00,true,2025-12-09,null,CERT-1067579,STF-0042,true,https://badges.betteryouth.org/verify/CERT-1067579,false,false,false,Expired,Excellent performance,2023-02-02T00:00:00.000Z,2023-02-09T00:00:00.000Z
SCR-96762,STU-000069,CRT-014,2025-01-10,1,51.00,true,2025-01-14,null,CERT-1067624,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1067624,true,false,true,Active,Excellent performance,2023-03-19T00:00:00.000Z,2023-03-26T00:00:00.000Z
SCR-96762,STU-001113,CRT-012,2025-01-11,1,52.00,true,2025-01-13,2026-02-05,CERT-1067625,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1067625,true,false,true,Active,,2023-03-20T00:00:00.000Z,2023-03-27T00:00:00.000Z
SCR-96767,STU-000258,CRT-006,2025-02-25,1,97.00,true,2025-03-07,2028-01-13,CERT-1067670,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1067670,false,false,false,Expired,,2023-05-04T00:00:00.000Z,2023-05-11T00:00:00.000Z
SCR-96767,STU-001107,CRT-004,2025-02-26,1,98.00,true,2025-03-03,null,CERT-1067671,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1067671,false,false,false,Expired,First attempt success,2023-05-05T00:00:00.000Z,2023-05-12T00:00:00.000Z
SCR-96767,STU-000694,CRT-001,2025-03-05,2,54.00,true,2025-03-08,null,CERT-1067678,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1067678,false,false,false,Expired,Recommended for advanced certification,2023-05-12T00:00:00.000Z,2023-05-19T00:00:00.000Z
SCR-96774,STU-001776,CRT-007,2025-05-08,1,67.00,true,2025-05-21,null,CERT-1067742,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1067742,true,false,false,Active,Improved from previous attempt,2023-07-15T00:00:00.000Z,2023-07-22T00:00:00.000Z
SCR-96781,STU-001107,CRT-011,2025-07-24,1,93.00,true,2025-08-02,null,CERT-1067819,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1067819,true,true,true,Active,Excellent performance,2023-09-30T00:00:00.000Z,2023-10-07T00:00:00.000Z
SCR-96791,STU-001586,CRT-004,2025-10-31,1,90.00,true,2025-11-09,null,CERT-1067918,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1067918,true,true,true,Active,Recommended for advanced certification,2024-01-07T00:00:00.000Z,2024-01-14T00:00:00.000Z
SCR-96807,STU-000221,CRT-011,2025-04-01,1,89.00,true,2025-04-08,null,CERT-1068070,STF-0047,true,https://badges.betteryouth.org/verify/CERT-1068070,false,false,false,Expired,,2024-06-07T00:00:00.000Z,2024-06-14T00:00:00.000Z
SCR-96809,STU-001107,CRT-019,2025-04-30,3,67.00,false,2025-05-14,null,CERT-1068099,STF-0043,false,https://badges.betteryouth.org/verify/CERT-1068099,false,false,false,Pending Renewal,Excellent performance,2024-07-06T00:00:00.000Z,2024-07-13T00:00:00.000Z
SCR-96811,STU-001107,CRT-011,2025-05-13,1,80.00,true,2025-05-23,null,CERT-1068112,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1068112,true,true,true,Active,Improved from previous attempt,2024-07-19T00:00:00.000Z,2024-07-26T00:00:00.000Z
SCR-96812,STU-000438,CRT-019,2025-05-28,1,95.00,true,2025-06-01,2027-08-03,CERT-1068127,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1068127,true,false,true,Active,Improved from previous attempt,2024-08-03T00:00:00.000Z,2024-08-10T00:00:00.000Z
SCR-96812,STU-000258,CRT-016,2025-05-29,1,96.00,true,2025-06-06,null,CERT-1068128,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1068128,true,false,true,Active,Recommended for advanced certification,2024-08-04T00:00:00.000Z,2024-08-11T00:00:00.000Z
SCR-96815,STU-000515,CRT-015,2025-06-20,1,67.00,true,2025-07-02,2027-07-22,CERT-1068150,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1068150,true,false,false,Active,,2024-08-26T00:00:00.000Z,2024-09-02T00:00:00.000Z
SCR-96815,STU-001229,CRT-014,2025-06-25,1,72.00,true,2025-06-27,2027-01-10,CERT-1068155,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1068155,true,false,false,Active,,2024-08-31T00:00:00.000Z,2024-09-07T00:00:00.000Z
SCR-96816,STU-001166,CRT-008,2025-07-07,1,84.00,true,2025-07-18,2027-09-04,CERT-1068167,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1068167,true,false,false,Active,Improved from previous attempt,2024-09-12T00:00:00.000Z,2024-09-19T00:00:00.000Z
SCR-96818,STU-001618,CRT-019,2025-07-26,2,52.00,false,2025-08-04,2027-08-24,CERT-1068186,STF-0037,false,https://badges.betteryouth.org/verify/CERT-1068186,false,false,false,Revoked,First attempt success,2024-10-01T00:00:00.000Z,2024-10-08T00:00:00.000Z
SCR-96820,STU-000596,CRT-006,2025-08-14,1,71.00,true,2025-08-22,null,CERT-1068205,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1068205,true,true,true,Active,,2024-10-20T00:00:00.000Z,2024-10-27T00:00:00.000Z
SCR-96831,STU-000596,CRT-006,2025-11-29,1,76.00,true,2025-12-13,null,CERT-1068312,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1068312,true,true,true,Active,Improved from previous attempt,2025-02-04T00:00:00.000Z,2025-02-11T00:00:00.000Z
SCR-96833,STU-000627,CRT-014,2025-12-22,1,99.00,true,2025-12-31,2028-02-24,CERT-1068335,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1068335,true,false,false,Active,,2025-02-27T00:00:00.000Z,2025-03-06T00:00:00.000Z
SCR-96834,STU-001107,CRT-006,2025-12-31,1,57.00,true,2026-01-05,2028-08-20,CERT-1068344,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1068344,true,false,false,Active,Excellent performance,2025-03-08T00:00:00.000Z,2025-03-15T00:00:00.000Z
SCR-96847,STU-001198,CRT-019,2025-05-13,2,88.00,true,2025-05-27,2028-02-05,CERT-1068477,STF-0042,true,https://badges.betteryouth.org/verify/CERT-1068477,false,false,false,Expired,Improved from previous attempt,2025-07-19T00:00:00.000Z,2025-07-26T00:00:00.000Z
SCR-96849,STU-001930,CRT-013,2025-06-04,3,59.00,false,2025-06-07,2028-02-15,CERT-1068499,STF-0033,false,https://badges.betteryouth.org/verify/CERT-1068499,false,false,false,Pending Renewal,Excellent performance,2025-08-10T00:00:00.000Z,2025-08-17T00:00:00.000Z
SCR-96850,STU-001254,CRT-019,2025-06-11,1,66.00,true,2025-06-17,2027-08-02,CERT-1068506,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1068506,true,true,true,Active,First attempt success,2025-08-17T00:00:00.000Z,2025-08-24T00:00:00.000Z
SCR-96857,STU-000362,CRT-002,2025-08-20,2,85.00,true,2025-08-25,2028-02-27,CERT-1068576,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1068576,false,false,false,Expired,First attempt success,2025-10-26T00:00:00.000Z,2025-11-02T00:00:00.000Z
SCR-96867,STU-001847,CRT-016,2025-11-23,1,78.00,true,2025-12-01,2027-02-08,CERT-1068671,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1068671,false,false,false,Expired,First attempt success,2022-01-29T00:00:00.000Z,2022-02-05T00:00:00.000Z
SCR-96872,STU-000165,CRT-001,2025-01-20,1,85.00,true,2025-01-28,2026-04-10,CERT-1068729,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1068729,true,false,true,Active,Excellent performance,2022-03-28T00:00:00.000Z,2022-04-04T00:00:00.000Z
SCR-96880,STU-001416,CRT-018,2025-04-01,1,54.00,true,2025-04-05,2026-09-19,CERT-1068800,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1068800,true,true,true,Active,,2022-06-07T00:00:00.000Z,2022-06-14T00:00:00.000Z
SCR-96880,STU-001618,CRT-003,2025-04-09,1,62.00,true,2025-04-22,null,CERT-1068808,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1068808,true,true,true,Active,Recommended for advanced certification,2022-06-15T00:00:00.000Z,2022-06-22T00:00:00.000Z
SCR-96882,STU-000169,CRT-015,2025-04-28,1,81.00,true,2025-05-12,null,CERT-1068827,STF-0006,true,https://badges.betteryouth.org/verify/CERT-1068827,true,false,true,Active,Improved from previous attempt,2022-07-04T00:00:00.000Z,2022-07-11T00:00:00.000Z
SCR-96887,STU-001254,CRT-006,2025-06-10,1,73.00,true,2025-06-16,null,CERT-1068870,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1068870,false,false,false,Expired,,2022-08-16T00:00:00.000Z,2022-08-23T00:00:00.000Z
SCR-96887,STU-000316,CRT-011,2025-06-14,1,77.00,true,2025-06-24,null,CERT-1068874,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1068874,false,false,false,Expired,Excellent performance,2022-08-20T00:00:00.000Z,2022-08-27T00:00:00.000Z
SCR-96887,STU-000488,CRT-013,2025-06-18,2,81.00,true,2025-06-23,2028-05-07,CERT-1068878,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1068878,false,false,false,Expired,Recommended for advanced certification,2022-08-24T00:00:00.000Z,2022-08-31T00:00:00.000Z
SCR-96898,STU-001263,CRT-019,2025-10-07,2,90.00,false,2025-10-21,2027-11-03,CERT-1068989,STF-0008,false,https://badges.betteryouth.org/verify/CERT-1068989,false,false,false,Pending Renewal,Excellent performance,2022-12-13T00:00:00.000Z,2022-12-20T00:00:00.000Z
SCR-96902,STU-001360,CRT-019,2025-11-09,1,72.00,true,2025-11-19,2026-11-22,CERT-1069022,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1069022,true,false,true,Active,Improved from previous attempt,2023-01-15T00:00:00.000Z,2023-01-22T00:00:00.000Z
SCR-96910,STU-001198,CRT-015,2025-01-31,1,53.00,true,2025-02-09,null,CERT-1069105,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1069105,true,true,true,Active,,2023-04-08T00:00:00.000Z,2023-04-15T00:00:00.000Z
SCR-96915,STU-001885,CRT-020,2025-03-24,1,54.00,true,2025-04-05,2026-12-14,CERT-1069157,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1069157,true,false,false,Active,Improved from previous attempt,2023-05-30T00:00:00.000Z,2023-06-06T00:00:00.000Z
SCR-96917,STU-000405,CRT-001,2025-04-06,1,67.00,true,2025-04-07,null,CERT-1069170,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1069170,false,false,false,Expired,,2023-06-12T00:00:00.000Z,2023-06-19T00:00:00.000Z
SCR-96925,STU-001784,CRT-019,2025-07-02,1,52.00,true,2025-07-16,2027-04-04,CERT-1069257,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1069257,true,false,false,Active,Improved from previous attempt,2023-09-07T00:00:00.000Z,2023-09-14T00:00:00.000Z
SCR-96926,STU-001212,CRT-016,2025-07-07,1,57.00,true,2025-07-12,null,CERT-1069262,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1069262,true,false,false,Active,Improved from previous attempt,2023-09-12T00:00:00.000Z,2023-09-19T00:00:00.000Z
SCR-96926,STU-001847,CRT-008,2025-07-12,1,62.00,true,2025-07-23,2027-06-20,CERT-1069267,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1069267,true,false,false,Active,Improved from previous attempt,2023-09-17T00:00:00.000Z,2023-09-24T00:00:00.000Z
SCR-96927,STU-000316,CRT-002,2025-07-21,2,71.00,true,2025-08-01,2026-11-29,CERT-1069276,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1069276,false,false,false,Expired,First attempt success,2023-09-26T00:00:00.000Z,2023-10-03T00:00:00.000Z
SCR-96932,STU-000515,CRT-009,2025-09-08,1,69.00,true,2025-09-13,2026-10-16,CERT-1069325,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1069325,true,false,true,Active,,2023-11-14T00:00:00.000Z,2023-11-21T00:00:00.000Z
SCR-96933,STU-000069,CRT-006,2025-09-21,1,82.00,true,2025-09-27,2028-01-04,CERT-1069338,STF-0004,true,https://badges.betteryouth.org/verify/CERT-1069338,true,false,false,Active,Recommended for advanced certification,2023-11-27T00:00:00.000Z,2023-12-04T00:00:00.000Z
SCR-96950,STU-001880,CRT-012,2025-03-04,1,93.00,true,2025-03-14,2027-03-11,CERT-1069502,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1069502,true,true,true,Active,Improved from previous attempt,2024-05-09T00:00:00.000Z,2024-05-16T00:00:00.000Z
SCR-96952,STU-001063,CRT-009,2025-03-28,1,66.00,true,2025-04-03,null,CERT-1069526,STF-0028,true,https://badges.betteryouth.org/verify/CERT-1069526,true,false,true,Active,First attempt success,2024-06-02T00:00:00.000Z,2024-06-09T00:00:00.000Z
SCR-96958,STU-000316,CRT-003,2025-05-28,2,76.00,false,2025-06-01,2027-07-05,CERT-1069587,STF-0001,false,https://badges.betteryouth.org/verify/CERT-1069587,false,false,false,Pending Renewal,Improved from previous attempt,2024-08-02T00:00:00.000Z,2024-08-09T00:00:00.000Z
SCR-96968,STU-000488,CRT-012,2025-09-03,2,72.00,false,2025-09-15,2027-09-26,CERT-1069685,STF-0016,false,https://badges.betteryouth.org/verify/CERT-1069685,false,false,false,Revoked,,2024-11-08T00:00:00.000Z,2024-11-15T00:00:00.000Z
SCR-96971,STU-000169,CRT-001,2025-09-29,1,98.00,true,2025-09-30,2027-06-17,CERT-1069711,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1069711,true,true,true,Active,First attempt success,2024-12-04T00:00:00.000Z,2024-12-11T00:00:00.000Z
SCR-96975,STU-001166,CRT-007,2025-11-07,1,86.00,true,2025-11-12,2028-07-28,CERT-1069750,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1069750,true,false,false,Active,,2025-01-12T00:00:00.000Z,2025-01-19T00:00:00.000Z
SCR-96982,STU-001254,CRT-014,2025-01-17,1,55.00,true,2025-01-27,2026-01-28,CERT-1069821,STF-0034,true,https://badges.betteryouth.org/verify/CERT-1069821,true,false,true,Active,First attempt success,2025-03-24T00:00:00.000Z,2025-03-31T00:00:00.000Z
