outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-179440,STU-000556,MTR-021,2025-08-14,Q1 2024,64.00,64.00,72.00,true,3.00,41,STF-0013,System Calculated,High,Attendance Records,Significant improvement,PRG-013,COH-2024,false,None,Valid,2025-03-03T00:00:00.000Z,2025-03-10T00:00:00.000Z
OUT-179442,STU-000112,MTR-027,2025-08-16,Q3 2024,66.00,66.00,74.00,true,5.00,43,STF-0014,Self-Assessment,High,Certification,Exceeded expectations,PRG-012,COH-2023,false,None,Valid,2025-03-05T00:00:00.000Z,2025-03-12T00:00:00.000Z
OUT-179447,STU-001676,MTR-004,2025-08-21,Q4 2025,71.00,null,79.00,true,10.00,48,STF-0016,Observation,High,Attendance Records,Significant improvement,PRG-011,COH-2025,false,None,Valid,2025-03-10T00:00:00.000Z,2025-03-17T00:00:00.000Z
OUT-179468,STU-000959,MTR-008,2025-09-11,Q1 2025,92.00,92.00,100.00,true,31.00,69,STF-0017,Peer Review,Medium,Attendance Records,Significant improvement,PRG-009,COH-2025,false,Additional Tutoring,Valid,2025-03-31T00:00:00.000Z,2025-04-07T00:00:00.000Z
OUT-179520,STU-000322,MTR-003,2025-11-02,Q1 2023,43.00,43.00,50.00,true,12.00,21,STF-0003,Self-Assessment,High,Survey Response,External factors affected score,PRG-004,COH-2023,true,None,Valid,2025-05-22T00:00:00.000Z,2025-05-29T00:00:00.000Z
OUT-179534,STU-000641,MTR-021,2025-11-16,Q3 2023,57.00,null,64.00,true,26.00,35,STF-0048,Peer Review,High,Survey Response,External factors affected score,PRG-003,COH-2025,false,None,Valid,2025-06-05T00:00:00.000Z,2025-06-12T00:00:00.000Z
OUT-179541,STU-000322,MTR-022,2025-11-23,Q2 2025,64.00,64.00,71.00,true,33.00,42,STF-0039,External Assessment,High,Survey Response,External factors affected score,PRG-010,COH-2023,false,None,Valid,2025-06-12T00:00:00.000Z,2025-06-19T00:00:00.000Z
OUT-179626,STU-000912,MTR-021,2025-02-16,Q3 2025,48.00,null,54.00,true,47.00,27,STF-0016,System Calculated,High,Observation Notes,On track,PRG-004,COH-2024,false,None,Valid,2025-09-05T00:00:00.000Z,2025-09-12T00:00:00.000Z
OUT-179679,STU-000133,MTR-021,2025-04-10,Q4 2023,0.00,0.00,56.00,false,29.00,80,STF-0048,External Assessment,Medium,Project Completion,Needs additional support,PRG-009,COH-2023,false,Mentorship,Valid,2025-10-28T00:00:00.000Z,2025-11-04T00:00:00.000Z
OUT-179732,STU-000047,MTR-005,2025-06-02,Q1 2025,53.00,53.00,58.00,true,11.00,33,STF-0044,Peer Review,High,Portfolio Review,,PRG-014,COH-2025,false,None,Valid,2025-12-20T00:00:00.000Z,2025-12-27T00:00:00.000Z
OUT-179801,STU-001670,MTR-015,2025-08-10,Q2 2024,21.00,21.00,76.00,true,9.00,2,STF-0036,Observation,High,Observation Notes,On track,PRG-002,COH-2025,true,None,Valid,2023-02-27T00:00:00.000Z,2023-03-06T00:00:00.000Z
OUT-179811,STU-001443,MTR-003,2025-08-20,Q4 2023,31.00,31.00,86.00,true,19.00,12,STF-0031,External Assessment,High,Attendance Records,Significant improvement,PRG-014,COH-2023,true,None,Valid,2023-03-09T00:00:00.000Z,2023-03-16T00:00:00.000Z
OUT-179835,STU-000576,MTR-001,2025-09-13,Q4 2023,55.00,55.00,59.00,true,43.00,36,STF-0021,External Assessment,High,Survey Response,External factors affected score,PRG-008,COH-2023,false,None,Valid,2023-04-02T00:00:00.000Z,2023-04-09T00:00:00.000Z
OUT-179880,STU-000608,MTR-008,2025-10-28,Q1 2023,100.00,null,53.00,false,17.00,81,STF-0013,Self-Assessment,Medium,Test Scores,First measurement,PRG-003,COH-2023,false,Counseling,Estimated,2023-05-17T00:00:00.000Z,2023-05-24T00:00:00.000Z
OUT-179910,STU-000322,MTR-017,2025-11-27,Q3 2024,29.00,null,83.00,true,47.00,11,STF-0037,Self-Assessment,High,Project Completion,Needs additional support,PRG-015,COH-2023,true,None,Valid,2023-06-16T00:00:00.000Z,2023-06-23T00:00:00.000Z
OUT-179915,STU-001526,MTR-004,2025-12-02,Q4 2025,34.00,null,88.00,true,-19.00,16,STF-0020,Observation,High,Test Scores,First measurement,PRG-015,COH-2025,true,None,Valid,2023-06-21T00:00:00.000Z,2023-06-28T00:00:00.000Z
OUT-179957,STU-000842,MTR-028,2025-01-13,Q2 2024,76.00,76.00,79.00,true,23.00,58,STF-0024,Observation,Medium,Test Scores,First measurement,PRG-015,COH-2025,false,None,Valid,2023-08-02T00:00:00.000Z,2023-08-09T00:00:00.000Z
OUT-179970,STU-000948,MTR-028,2025-01-26,Q3 2024,89.00,89.00,92.00,false,36.00,71,STF-0045,Self-Assessment,Medium,Portfolio Review,,PRG-004,COH-2023,false,Mentorship,Valid,2023-08-15T00:00:00.000Z,2023-08-22T00:00:00.000Z
OUT-179998,STU-000969,MTR-018,2025-02-23,Q3 2025,16.00,null,69.00,false,-7.00,99,STF-0043,System Calculated,Low,Portfolio Review,,PRG-013,COH-2024,false,Program Change,Needs Review,2023-09-12T00:00:00.000Z,2023-09-19T00:00:00.000Z
OUT-540071,STU-000068,MTR-030,2025-08-25,Q4 2025,24.00,null,82.00,false,25.00,72,STF-0004,Observation,Medium,Portfolio Review,,PRG-011,COH-2025,false,Mentorship,Valid,2025-04-19T00:00:00.000Z,2025-04-26T00:00:00.000Z
OUT-540096,STU-001635,MTR-029,2025-09-19,Q1 2023,49.00,49.00,56.00,false,50.00,97,STF-0004,Self-Assessment,Low,Certification,Exceeded expectations,PRG-010,COH-2023,false,Program Change,Needs Review,2025-05-14T00:00:00.000Z,2025-05-21T00:00:00.000Z
OUT-540115,STU-000948,MTR-003,2025-10-08,Q4 2024,68.00,null,75.00,true,-2.00,16,STF-0001,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-004,COH-2024,true,None,Valid,2025-06-02T00:00:00.000Z,2025-06-09T00:00:00.000Z
OUT-540149,STU-000948,MTR-005,2025-11-11,Q2 2024,1.00,1.00,58.00,true,32.00,50,STF-0040,Observation,High,Test Scores,First measurement,PRG-012,COH-2025,false,None,Valid,2025-07-06T00:00:00.000Z,2025-07-13T00:00:00.000Z
OUT-540239,STU-000881,MTR-018,2025-02-09,Q4 2025,91.00,null,97.00,true,-20.00,40,STF-0033,Observation,High,Portfolio Review,,PRG-006,COH-2025,false,None,Valid,2025-10-04T00:00:00.000Z,2025-10-11T00:00:00.000Z
OUT-540324,STU-001524,MTR-006,2025-05-05,Q1 2023,75.00,null,80.00,true,-6.00,25,STF-0003,Self-Assessment,High,Test Scores,First measurement,PRG-005,COH-2023,true,None,Valid,2025-12-28T00:00:00.000Z,2026-01-04T00:00:00.000Z
OUT-540431,STU-000753,MTR-023,2025-08-20,Q4 2025,81.00,81.00,85.00,true,30.00,32,STF-0033,Observation,High,Project Completion,Needs additional support,PRG-002,COH-2025,false,None,Valid,2023-04-14T00:00:00.000Z,2023-04-21T00:00:00.000Z
OUT-540446,STU-001998,MTR-026,2025-09-04,Q3 2023,96.00,null,100.00,true,45.00,47,STF-0020,Peer Review,High,Certification,Exceeded expectations,PRG-006,COH-2025,false,None,Valid,2023-04-29T00:00:00.000Z,2023-05-06T00:00:00.000Z
OUT-540476,STU-001943,MTR-021,2025-10-04,Q1 2025,25.00,25.00,79.00,false,4.00,77,STF-0001,Peer Review,Medium,Observation Notes,On track,PRG-015,COH-2025,false,Mentorship,Valid,2023-05-29T00:00:00.000Z,2023-06-05T00:00:00.000Z
OUT-540610,STU-001943,MTR-023,2025-02-15,Q3 2025,58.00,58.00,60.00,true,-4.00,11,STF-0040,System Calculated,High,Portfolio Review,,PRG-007,COH-2024,true,None,Valid,2023-10-10T00:00:00.000Z,2023-10-17T00:00:00.000Z
OUT-540637,STU-001916,MTR-010,2025-03-14,Q2 2023,85.00,85.00,87.00,true,23.00,38,STF-0007,Staff Evaluation,High,Observation Notes,On track,PRG-006,COH-2024,false,None,Valid,2023-11-06T00:00:00.000Z,2023-11-13T00:00:00.000Z
OUT-540666,STU-000608,MTR-018,2025-04-12,Q3 2024,13.00,13.00,65.00,true,-19.00,67,STF-0048,Self-Assessment,Medium,Portfolio Review,,PRG-002,COH-2023,false,Additional Tutoring,Valid,2023-12-05T00:00:00.000Z,2023-12-12T00:00:00.000Z
OUT-540672,STU-000112,MTR-021,2025-04-18,Q1 2023,19.00,19.00,71.00,false,-13.00,73,STF-0034,Self-Assessment,Medium,Observation Notes,On track,PRG-014,COH-2023,false,Mentorship,Valid,2023-12-11T00:00:00.000Z,2023-12-18T00:00:00.000Z
OUT-540705,STU-000881,MTR-002,2025-05-21,Q2 2025,52.00,52.00,53.00,true,20.00,6,STF-0008,External Assessment,High,Certification,Exceeded expectations,PRG-004,COH-2023,true,None,Valid,2024-01-13T00:00:00.000Z,2024-01-20T00:00:00.000Z
OUT-540737,STU-000969,MTR-026,2025-06-22,Q2 2024,84.00,84.00,85.00,true,-19.00,38,STF-0007,Observation,High,Test Scores,First measurement,PRG-013,COH-2025,false,None,Valid,2024-02-14T00:00:00.000Z,2024-02-21T00:00:00.000Z
OUT-540756,STU-000881,MTR-020,2025-07-11,Q1 2023,2.00,2.00,53.00,true,0.00,57,STF-0006,Self-Assessment,Medium,Observation Notes,On track,PRG-007,COH-2023,false,None,Valid,2024-03-04T00:00:00.000Z,2024-03-11T00:00:00.000Z
OUT-540774,STU-001200,MTR-001,2025-07-29,Q3 2024,20.00,null,71.00,false,18.00,75,STF-0007,Self-Assessment,Medium,Project Completion,Needs additional support,PRG-005,COH-2023,false,Mentorship,Valid,2024-03-22T00:00:00.000Z,2024-03-29T00:00:00.000Z
OUT-540846,STU-001257,MTR-010,2025-10-09,Q3 2024,92.00,92.00,92.00,true,19.00,47,STF-0036,Self-Assessment,High,Survey Response,External factors affected score,PRG-005,COH-2023,false,None,Valid,2024-06-02T00:00:00.000Z,2024-06-09T00:00:00.000Z
OUT-540899,STU-000842,MTR-002,2025-12-01,Q4 2025,44.00,null,94.00,false,1.00,100,STF-0002,Observation,Low,Attendance Records,Significant improvement,PRG-009,COH-2025,false,Program Change,Needs Review,2024-07-25T00:00:00.000Z,2024-08-01T00:00:00.000Z
OUT-540900,STU-001392,MTR-005,2025-12-02,Q1 2023,45.00,null,95.00,true,2.00,1,STF-0025,Self-Assessment,High,Project Completion,Needs additional support,PRG-011,COH-2023,true,None,Valid,2024-07-26T00:00:00.000Z,2024-08-02T00:00:00.000Z
OUT-540903,STU-001974,MTR-018,2025-12-05,Q4 2023,48.00,48.00,98.00,true,5.00,4,STF-0050,External Assessment,High,Observation Notes,On track,PRG-010,COH-2023,true,None,Valid,2024-07-29T00:00:00.000Z,2024-08-05T00:00:00.000Z
OUT-540945,STU-000033,MTR-030,2025-01-16,Q2 2025,90.00,90.00,89.00,true,47.00,46,STF-0050,External Assessment,High,Observation Notes,On track,PRG-008,COH-2023,false,None,Valid,2024-09-09T00:00:00.000Z,2024-09-16T00:00:00.000Z
OUT-540960,STU-001867,MTR-004,2025-01-31,Q1 2023,4.00,null,53.00,true,-9.00,61,STF-0015,Self-Assessment,Medium,Portfolio Review,,PRG-011,COH-2023,false,Additional Tutoring,Valid,2024-09-24T00:00:00.000Z,2024-10-01T00:00:00.000Z
OUT-540978,STU-000753,MTR-014,2025-02-18,Q3 2024,22.00,null,71.00,false,9.00,79,STF-0032,Self-Assessment,Medium,Certification,Exceeded expectations,PRG-008,COH-2023,false,Mentorship,Valid,2024-10-12T00:00:00.000Z,2024-10-19T00:00:00.000Z
OUT-541017,STU-001239,MTR-030,2025-03-29,Q2 2025,61.00,61.00,59.00,true,48.00,18,STF-0025,External Assessment,High,Test Scores,First measurement,PRG-005,COH-2023,true,None,Valid,2024-11-20T00:00:00.000Z,2024-11-27T00:00:00.000Z
OUT-541107,STU-001670,MTR-010,2025-06-27,Q4 2023,50.00,50.00,98.00,true,-4.00,8,STF-0012,External Assessment,High,Portfolio Review,,PRG-014,COH-2023,true,None,Valid,2025-02-18T00:00:00.000Z,2025-02-25T00:00:00.000Z
OUT-541135,STU-001797,MTR-014,2025-07-25,Q4 2024,78.00,78.00,75.00,true,24.00,36,STF-0020,Staff Evaluation,High,Portfolio Review,,PRG-007,COH-2024,false,None,Valid,2025-03-18T00:00:00.000Z,2025-03-25T00:00:00.000Z
OUT-541172,STU-001524,MTR-022,2025-08-31,Q1 2025,14.00,14.00,61.00,false,-10.00,73,STF-0026,Peer Review,Medium,Attendance Records,Significant improvement,PRG-008,COH-2025,false,Mentorship,Valid,2025-04-24T00:00:00.000Z,2025-05-01T00:00:00.000Z
OUT-541174,STU-001867,MTR-002,2025-09-02,Q3 2025,16.00,16.00,63.00,false,-8.00,75,STF-0041,System Calculated,Medium,Certification,Exceeded expectations,PRG-003,COH-2024,false,Mentorship,Valid,2025-04-26T00:00:00.000Z,2025-05-03T00:00:00.000Z
OUT-541247,STU-000057,MTR-015,2025-11-14,Q4 2025,89.00,null,85.00,true,-6.00,48,STF-0039,Observation,High,Portfolio Review,,PRG-007,COH-2025,false,None,Valid,2025-07-08T00:00:00.000Z,2025-07-15T00:00:00.000Z
OUT-541330,STU-000641,MTR-028,2025-02-05,Q3 2025,71.00,71.00,66.00,true,6.00,31,STF-0021,System Calculated,High,Observation Notes,On track,PRG-015,COH-2024,false,None,Valid,2025-09-29T00:00:00.000Z,2025-10-06T00:00:00.000Z
OUT-541334,STU-001867,MTR-030,2025-02-09,Q3 2023,75.00,null,70.00,true,10.00,35,STF-0031,Peer Review,High,Project Completion,Needs additional support,PRG-003,COH-2025,false,None,Valid,2025-10-03T00:00:00.000Z,2025-10-10T00:00:00.000Z
OUT-541335,STU-000842,MTR-022,2025-02-10,Q4 2023,76.00,76.00,71.00,true,11.00,36,STF-0022,External Assessment,High,Certification,Exceeded expectations,PRG-010,COH-2023,false,None,Valid,2025-10-04T00:00:00.000Z,2025-10-11T00:00:00.000Z
OUT-541438,STU-001257,MTR-029,2025-05-24,Q3 2025,78.00,78.00,72.00,true,43.00,39,STF-0022,System Calculated,High,Attendance Records,Significant improvement,PRG-009,COH-2024,false,None,Valid,2023-01-15T00:00:00.000Z,2023-01-22T00:00:00.000Z
OUT-541445,STU-001526,MTR-029,2025-05-31,Q2 2024,85.00,85.00,79.00,true,50.00,46,STF-0041,Observation,High,Attendance Records,Significant improvement,PRG-010,COH-2025,false,None,Valid,2023-01-22T00:00:00.000Z,2023-01-29T00:00:00.000Z
OUT-541451,STU-000057,MTR-017,2025-06-06,Q4 2025,91.00,null,85.00,true,-15.00,52,STF-0049,Observation,Medium,Test Scores,First measurement,PRG-014,COH-2025,false,None,Valid,2023-01-28T00:00:00.000Z,2023-02-04T00:00:00.000Z
OUT-541454,STU-001635,MTR-027,2025-06-09,Q3 2023,94.00,94.00,88.00,true,-12.00,55,STF-0008,Peer Review,Medium,Certification,Exceeded expectations,PRG-006,COH-2025,false,None,Valid,2023-01-31T00:00:00.000Z,2023-02-07T00:00:00.000Z
OUT-541475,STU-001998,MTR-007,2025-06-30,Q4 2025,14.00,null,58.00,false,9.00,76,STF-0001,Observation,Medium,Certification,Exceeded expectations,PRG-004,COH-2025,false,Mentorship,Valid,2023-02-21T00:00:00.000Z,2023-02-28T00:00:00.000Z
OUT-541524,STU-000112,MTR-025,2025-08-18,Q1 2023,63.00,null,56.00,true,-13.00,25,STF-0008,Self-Assessment,High,Certification,Exceeded expectations,PRG-013,COH-2023,true,None,Valid,2023-04-11T00:00:00.000Z,2023-04-18T00:00:00.000Z
OUT-541642,STU-000133,MTR-029,2025-12-14,Q3 2025,80.00,80.00,72.00,true,34.00,43,STF-0022,System Calculated,High,Project Completion,Needs additional support,PRG-013,COH-2024,false,None,Valid,2023-08-07T00:00:00.000Z,2023-08-14T00:00:00.000Z
OUT-541678,STU-001524,MTR-022,2025-01-19,Q3 2025,15.00,null,57.00,false,-1.00,79,STF-0025,System Calculated,Medium,Certification,Exceeded expectations,PRG-013,COH-2024,false,Mentorship,Valid,2023-09-12T00:00:00.000Z,2023-09-19T00:00:00.000Z
OUT-541745,STU-000212,MTR-027,2025-03-27,Q2 2024,82.00,null,73.00,true,-5.00,46,STF-0029,Observation,High,Test Scores,First measurement,PRG-002,COH-2025,false,None,Valid,2023-11-18T00:00:00.000Z,2023-11-25T00:00:00.000Z
OUT-541785,STU-000881,MTR-026,2025-05-06,Q2 2025,21.00,21.00,62.00,false,35.00,86,STF-0043,External Assessment,Medium,Observation Notes,On track,PRG-002,COH-2023,false,Counseling,Estimated,2023-12-28T00:00:00.000Z,2024-01-04T00:00:00.000Z
OUT-541812,STU-000641,MTR-008,2025-06-02,Q1 2023,48.00,null,89.00,true,-9.00,13,STF-0022,Self-Assessment,High,Survey Response,External factors affected score,PRG-006,COH-2023,true,None,Valid,2024-01-24T00:00:00.000Z,2024-01-31T00:00:00.000Z
OUT-541864,STU-000641,MTR-023,2025-07-24,Q1 2024,100.00,100.00,90.00,true,43.00,65,STF-0001,System Calculated,Medium,Test Scores,First measurement,PRG-013,COH-2024,false,Additional Tutoring,Valid,2024-03-16T00:00:00.000Z,2024-03-23T00:00:00.000Z
OUT-541898,STU-000047,MTR-028,2025-08-27,Q3 2023,33.00,33.00,73.00,false,6.00,99,STF-0007,Peer Review,Low,Portfolio Review,,PRG-015,COH-2025,false,Program Change,Needs Review,2024-04-19T00:00:00.000Z,2024-04-26T00:00:00.000Z
OUT-541958,STU-001083,MTR-003,2025-10-26,Q3 2023,93.00,93.00,82.00,true,-5.00,59,STF-0009,Peer Review,Medium,Certification,Exceeded expectations,PRG-015,COH-2025,false,None,Valid,2024-06-18T00:00:00.000Z,2024-06-25T00:00:00.000Z
OUT-541970,STU-001998,MTR-030,2025-11-07,Q3 2023,4.00,null,94.00,false,7.00,71,STF-0016,Peer Review,Medium,Attendance Records,Significant improvement,PRG-015,COH-2025,false,Mentorship,Valid,2024-06-30T00:00:00.000Z,2024-07-07T00:00:00.000Z
OUT-541972,STU-000482,MTR-030,2025-11-09,Q1 2024,6.00,6.00,96.00,false,9.00,73,STF-0031,System Calculated,Medium,Certification,Exceeded expectations,PRG-014,COH-2024,false,Mentorship,Valid,2024-07-02T00:00:00.000Z,2024-07-09T00:00:00.000Z
OUT-541979,STU-001083,MTR-005,2025-11-16,Q4 2025,13.00,13.00,52.00,false,16.00,80,STF-0002,Observation,Medium,Certification,Exceeded expectations,PRG-002,COH-2025,false,Mentorship,Valid,2024-07-09T00:00:00.000Z,2024-07-16T00:00:00.000Z
OUT-542025,STU-000033,MTR-030,2025-01-01,Q2 2025,59.00,59.00,98.00,true,-9.00,26,STF-0048,External Assessment,High,Test Scores,First measurement,PRG-004,COH-2023,false,None,Valid,2024-08-24T00:00:00.000Z,2024-08-31T00:00:00.000Z
OUT-542078,STU-000482,MTR-011,2025-02-23,Q3 2023,11.00,11.00,100.00,false,44.00,79,STF-0046,Peer Review,Medium,Survey Response,External factors affected score,PRG-012,COH-2025,false,Mentorship,Valid,2024-10-16T00:00:00.000Z,2024-10-23T00:00:00.000Z
OUT-542096,STU-000576,MTR-029,2025-03-13,Q1 2025,29.00,29.00,67.00,false,-9.00,97,STF-0009,Peer Review,Low,Attendance Records,Significant improvement,PRG-010,COH-2025,false,Program Change,Needs Review,2024-11-03T00:00:00.000Z,2024-11-10T00:00:00.000Z
OUT-542151,STU-000969,MTR-004,2025-05-07,Q4 2023,84.00,84.00,71.00,true,46.00,52,STF-0028,External Assessment,Medium,Test Scores,First measurement,PRG-002,COH-2023,false,None,Valid,2024-12-28T00:00:00.000Z,2025-01-04T00:00:00.000Z
OUT-542195,STU-000212,MTR-010,2025-06-20,Q4 2025,27.00,27.00,64.00,false,19.00,96,STF-0021,Observation,Low,Project Completion,Needs additional support,PRG-010,COH-2025,false,Program Change,Needs Review,2025-02-10T00:00:00.000Z,2025-02-17T00:00:00.000Z
OUT-542332,STU-001526,MTR-017,2025-11-04,Q1 2024,63.00,63.00,99.00,true,14.00,33,STF-0039,System Calculated,High,Portfolio Review,,PRG-004,COH-2024,false,None,Valid,2025-06-27T00:00:00.000Z,2025-07-04T00:00:00.000Z
OUT-542351,STU-000212,MTR-021,2025-11-23,Q4 2025,82.00,82.00,67.00,true,33.00,52,STF-0030,Observation,Medium,Survey Response,External factors affected score,PRG-001,COH-2025,false,None,Valid,2025-07-16T00:00:00.000Z,2025-07-23T00:00:00.000Z
OUT-542465,STU-001797,MTR-028,2025-03-17,Q2 2024,95.00,95.00,79.00,true,5.00,66,STF-0026,Observation,Medium,Portfolio Review,,PRG-005,COH-2025,false,Additional Tutoring,Valid,2025-11-07T00:00:00.000Z,2025-11-14T00:00:00.000Z
OUT-542515,STU-000556,MTR-028,2025-05-06,Q4 2024,44.00,null,78.00,true,-16.00,16,STF-0003,Staff Evaluation,High,Test Scores,First measurement,PRG-011,COH-2024,true,None,Valid,2025-12-27T00:00:00.000Z,2026-01-03T00:00:00.000Z
OUT-542519,STU-000576,MTR-021,2025-05-10,Q4 2025,48.00,48.00,82.00,true,-12.00,20,STF-0022,Observation,High,Survey Response,External factors affected score,PRG-009,COH-2025,true,None,Valid,2025-12-31T00:00:00.000Z,2026-01-07T00:00:00.000Z
OUT-542606,STU-000299,MTR-030,2025-08-05,Q3 2023,34.00,34.00,67.00,true,4.00,7,STF-0042,Peer Review,High,Test Scores,First measurement,PRG-006,COH-2025,true,None,Valid,2023-03-28T00:00:00.000Z,2023-04-04T00:00:00.000Z
OUT-542662,STU-000133,MTR-011,2025-09-30,Q3 2025,90.00,90.00,72.00,true,-11.00,63,STF-0015,System Calculated,Medium,Test Scores,First measurement,PRG-006,COH-2024,false,Additional Tutoring,Valid,2023-05-23T00:00:00.000Z,2023-05-30T00:00:00.000Z
OUT-542764,STU-001526,MTR-011,2025-01-10,Q1 2024,91.00,91.00,72.00,true,20.00,65,STF-0037,System Calculated,Medium,Survey Response,External factors affected score,PRG-007,COH-2024,false,Additional Tutoring,Valid,2023-09-02T00:00:00.000Z,2023-09-09T00:00:00.000Z
OUT-542916,STU-000641,MTR-019,2025-06-11,Q1 2023,41.00,41.00,71.00,true,30.00,17,STF-0006,Self-Assessment,High,Project Completion,Needs additional support,PRG-005,COH-2023,true,None,Valid,2024-02-01T00:00:00.000Z,2024-02-08T00:00:00.000Z
OUT-542977,STU-000103,MTR-002,2025-08-11,Q2 2023,1.00,1.00,81.00,false,20.00,78,STF-0040,Staff Evaluation,Medium,Test Scores,First measurement,PRG-002,COH-2024,false,Mentorship,Valid,2024-04-02T00:00:00.000Z,2024-04-09T00:00:00.000Z
OUT-543009,STU-000219,MTR-012,2025-09-12,Q2 2025,33.00,33.00,62.00,true,-19.00,10,STF-0010,External Assessment,High,Survey Response,External factors affected score,PRG-011,COH-2023,true,None,Valid,2024-05-04T00:00:00.000Z,2024-05-11T00:00:00.000Z
OUT-543114,STU-001867,MTR-028,2025-12-26,Q3 2024,37.00,37.00,65.00,true,15.00,15,STF-0034,Self-Assessment,High,Survey Response,External factors affected score,PRG-001,COH-2023,true,None,Valid,2024-08-17T00:00:00.000Z,2024-08-24T00:00:00.000Z
OUT-543120,STU-000482,MTR-030,2025-01-01,Q1 2023,43.00,43.00,71.00,true,21.00,21,STF-0032,Self-Assessment,High,Certification,Exceeded expectations,PRG-012,COH-2023,true,None,Valid,2024-08-23T00:00:00.000Z,2024-08-30T00:00:00.000Z
OUT-543164,STU-000753,MTR-028,2025-02-14,Q1 2025,87.00,87.00,64.00,true,-6.00,65,STF-0032,Peer Review,Medium,Observation Notes,On track,PRG-012,COH-2025,false,Additional Tutoring,Valid,2024-10-06T00:00:00.000Z,2024-10-13T00:00:00.000Z
OUT-543187,STU-000993,MTR-030,2025-03-09,Q4 2024,9.00,9.00,87.00,false,17.00,88,STF-0044,Staff Evaluation,Medium,Test Scores,First measurement,PRG-010,COH-2024,false,Counseling,Estimated,2024-10-29T00:00:00.000Z,2024-11-05T00:00:00.000Z
OUT-543188,STU-000299,MTR-003,2025-03-10,Q1 2025,10.00,10.00,88.00,false,18.00,89,STF-0047,Peer Review,Medium,Attendance Records,Significant improvement,PRG-007,COH-2025,false,Resource Provision,Estimated,2024-10-30T00:00:00.000Z,2024-11-06T00:00:00.000Z
OUT-543230,STU-000993,MTR-021,2025-04-21,Q3 2023,52.00,52.00,79.00,true,-11.00,31,STF-0042,Peer Review,High,Attendance Records,Significant improvement,PRG-015,COH-2025,false,None,Valid,2024-12-11T00:00:00.000Z,2024-12-18T00:00:00.000Z
OUT-543244,STU-000482,MTR-023,2025-05-05,Q1 2024,66.00,66.00,93.00,true,3.00,45,STF-0028,System Calculated,High,Attendance Records,Significant improvement,PRG-008,COH-2024,false,None,Valid,2024-12-25T00:00:00.000Z,2025-01-01T00:00:00.000Z
OUT-543332,STU-000753,MTR-021,2025-08-01,Q1 2025,53.00,53.00,79.00,true,20.00,33,STF-0048,Peer Review,High,Observation Notes,On track,PRG-012,COH-2025,false,None,Valid,2025-03-23T00:00:00.000Z,2025-03-30T00:00:00.000Z
OUT-543381,STU-001916,MTR-001,2025-09-19,Q2 2025,1.00,1.00,77.00,false,-2.00,82,STF-0040,External Assessment,Medium,Observation Notes,On track,PRG-007,COH-2023,false,Counseling,Estimated,2025-05-11T00:00:00.000Z,2025-05-18T00:00:00.000Z
OUT-543626,STU-000576,MTR-009,2025-05-22,Q3 2023,44.00,44.00,67.00,true,30.00,27,STF-0042,Peer Review,High,Observation Notes,On track,PRG-007,COH-2025,false,None,Valid,2023-01-11T00:00:00.000Z,2023-01-18T00:00:00.000Z
OUT-543633,STU-000561,MTR-008,2025-05-29,Q2 2025,51.00,51.00,74.00,true,37.00,34,STF-0050,External Assessment,High,Observation Notes,On track,PRG-006,COH-2023,false,None,Valid,2023-01-18T00:00:00.000Z,2023-01-25T00:00:00.000Z
OUT-543672,STU-000299,MTR-006,2025-07-07,Q1 2023,90.00,null,62.00,false,5.00,73,STF-0049,Self-Assessment,Medium,Project Completion,Needs additional support,PRG-004,COH-2023,false,Mentorship,Valid,2023-02-26T00:00:00.000Z,2023-03-05T00:00:00.000Z
OUT-543724,STU-000112,MTR-006,2025-08-28,Q1 2024,41.00,41.00,63.00,true,-14.00,25,STF-0040,System Calculated,High,Observation Notes,On track,PRG-014,COH-2024,true,None,Valid,2023-04-19T00:00:00.000Z,2023-04-26T00:00:00.000Z
OUT-543748,STU-001392,MTR-011,2025-09-21,Q1 2024,65.00,65.00,87.00,true,10.00,49,STF-0035,System Calculated,High,Attendance Records,Significant improvement,PRG-010,COH-2024,false,None,Valid,2023-05-13T00:00:00.000Z,2023-05-20T00:00:00.000Z
OUT-543784,STU-001200,MTR-016,2025-10-27,Q1 2024,0.00,null,72.00,false,46.00,85,STF-0011,System Calculated,Medium,Project Completion,Needs additional support,PRG-006,COH-2024,false,Counseling,Estimated,2023-06-18T00:00:00.000Z,2023-06-25T00:00:00.000Z
OUT-543796,STU-000641,MTR-001,2025-11-08,Q1 2024,12.00,12.00,84.00,false,-13.00,97,STF-0004,System Calculated,Low,Test Scores,First measurement,PRG-011,COH-2024,false,Program Change,Needs Review,2023-06-30T00:00:00.000Z,2023-07-07T00:00:00.000Z
OUT-543853,STU-001998,MTR-023,2025-01-04,Q2 2023,69.00,69.00,90.00,true,44.00,54,STF-0043,Staff Evaluation,Medium,Attendance Records,Significant improvement,PRG-013,COH-2024,false,None,Valid,2023-08-26T00:00:00.000Z,2023-09-02T00:00:00.000Z
